gene_symbol,dataset_count,significant_dataset_count,mean_log2_fold_change,direction_consistency,log2fc_GSE278320_primary,log2fc_GSE287860,log2fc_GSE288000_NTC,padj_GSE278320_primary,padj_GSE287860,padj_GSE288000_NTC
RPL15P3,3,1.0,-0.7782649662536244,1.0,-1.360066008877219,-0.3878279668095269,-0.5869009230741276,0.0778020340477436,0.022344646557463595,0.11174880818819803
RPL18A,3,1.0,-0.5968672056290575,1.0,-1.2858337356827527,-0.15077955294766615,-0.35398832825675375,0.0428912270412773,0.09742745287992848,0.0664651202260439
RPL21,3,1.0,-0.4262043633460258,1.0,-1.2182808739483844,-0.05497264335684826,-0.005359572732844863,0.0048577448742671,0.5184858651204346,0.9757532657310867
RPL21P16,3,1.0,-1.1448190385435555,1.0,-3.150015600908279,-0.11019812345486693,-0.17424339126752086,0.0143674004288418,0.5939221007364782,0.7125917149653835
RPL21P28,3,1.0,-0.7238298161223146,1.0,-1.7103511847177029,-0.12878720933731405,-0.3323510543119269,0.023786664782985,0.4923023218987014,0.7056398356411485
RPL22P2,3,1.0,-1.0685703625618046,1.0,-1.5947464818041108,-1.3647885756109337,-0.24617603027036933,0.3551560817371851,0.003989118660866332,0.844298604626901
RPL24,3,1.0,-0.4450437764572371,1.0,-1.2248034063415,-0.05282135653797215,-0.05750656649223903,0.0017151273422118,0.5940452149351853,0.7295213383457301
RPL27A,3,1.0,-0.5639474711196426,1.0,-1.3206868487156764,-0.13775224785759718,-0.2334033167856543,0.0089323614526906,0.1853094032732024,0.0891722939185599
RPL3,3,1.0,-0.835295027124316,1.0,-2.2046986153829,-0.13127172396892156,-0.16991474202112664,2.7951297939002384e-08,0.1243002924350515,0.2211457624202388
RPL32,3,1.0,-0.48408584087401957,1.0,-1.2889702665868112,-0.10727813435140342,-0.056009121683844,0.0005162163107636,0.28854859252218185,0.7240376465173222
RPL35A,3,1.0,-0.4981488042788716,1.0,-1.3469937255922948,-0.11997952701281935,-0.027473160231500496,0.0017170171945096,0.20899119442925765,0.8817066545718187
RPL37A,3,1.0,-0.5168524005707056,1.0,-1.1851787623344978,-0.19757351902024994,-0.16780492035736913,0.0229753477799149,0.07240369895035137,0.22092262897436574
RPL3P2,3,1.0,-0.7612071578997446,1.0,-1.8688536180594983,-0.20049462161044554,-0.21427323402928974,0.0024616552171454,0.5858937442158345,0.7212644291257885
RPL7A,3,1.0,-1.092128358145718,1.0,-2.8708626321729707,-0.1744360844183967,-0.2310863578457867,1.751832353564457e-08,0.05008405402541416,0.08098099467559666
RPL7AP6,3,1.0,-1.1825797882446345,1.0,-3.182873981662328,-0.31226308844471784,-0.05260229462685737,1.4688378085772167e-06,0.06462274524547747,0.8933176043576341
RPL7P57,3,1.0,1.793007422687394,1.0,2.5057449033045773,0.05130079914262386,2.821976565614981,0.0443709515568533,0.9763648089548199,0.13606219887906265
RPL9,3,1.0,-0.5067300554182298,1.0,-1.2712256060294695,-0.06445448461001767,-0.18451007561520205,0.0013805493445163,0.45684693510271385,0.1851813455857334
RPLP0P6,3,1.0,-0.7872148614789215,1.0,-2.039926956647814,-0.13800973103841385,-0.18370789675053667,0.0008913190838399,0.39585988695630103,0.5144751668167408
RPLP1,3,1.0,-0.5044108136552102,1.0,-1.144039783126377,-0.10603996551641393,-0.2631526923228395,0.0114009809024126,0.3438146517641912,0.051000750274704805
RPLP2,3,1.0,-0.647756653561584,1.0,-1.6842557000260725,-0.10874214097871163,-0.1502721196799676,0.0028636325963215,0.31291498490783953,0.3447850448640411
RPS10,3,1.0,1.493864326054861,1.0,3.79151563254222,0.132606210145469,0.5574711354768945,1.0720508036726842e-19,0.6787689342671926,0.29251445552284894
RPS11,3,1.0,-0.5144613905965433,1.0,-0.9720706641950688,-0.14426989452775532,-0.4270436130668058,0.1430540320377324,0.12476598826725377,0.003804998878841717
RPS12,3,1.0,-0.6462355958821235,1.0,-1.6437415183623614,-0.08610166654027819,-0.208863602743731,7.17797031148118e-05,0.40216508428164677,0.11792821090129406
RPS12P3,3,1.0,1.1138087741125333,1.0,2.4645637746931377,0.4700814853735814,0.40678106227088084,0.0213819911285232,0.48635995696361095,0.5725210820619521
RPS15,3,1.0,-0.8376179407601662,1.0,-2.14816904640535,-0.1705575334138761,-0.19412724246127222,1.19992319804842e-05,0.08217712976304317,0.29255364789880933
RPS16,3,1.0,-0.4735852234228622,1.0,-0.7987353964116787,-0.18380546069319503,-0.4382148131637129,0.0723574228926029,0.06233659829192175,0.004226690204726978
RPS18,3,1.0,-0.5067799868876542,1.0,-1.094319131525381,-0.17608230634406788,-0.2499385227935137,0.0359663920194052,0.059772619916485116,0.07873504454684252
RPS24,3,1.0,-0.5216540433110254,1.0,-1.2726389693860718,-0.16263237670177444,-0.12969078384523014,0.0003291453203071,0.07211669472249377,0.45768784461224565
RPS27A,3,1.0,-0.6218195913084402,1.0,-1.716458379337338,-0.04346424085655098,-0.10553615373143171,0.0003288249644376,0.6691378582718849,0.4747511906475628
RPS5,3,1.0,-0.7754059581020843,1.0,-2.205590233352372,-0.039314544686261055,-0.08131309626762007,6.600777777693577e-09,0.72656081347233,0.6494298955106456
RPS7,3,1.0,-0.31754797247179484,1.0,-0.811177024710131,-0.13567512476468746,-0.005791767940566055,0.0242128759410464,0.14664679537298148,0.9732860797037629
RPS7P11,3,1.0,-0.578900976695843,1.0,-1.6953075248621403,-0.01884307823178712,-0.022552326993601417,0.0416433575395527,0.9695318734641513,0.9821003606249386
RPS8,3,1.0,-0.6900287430594786,1.0,-1.9092607974445437,-0.11863240116583694,-0.042193030568055075,6.888834328745334e-05,0.1338007143889299,0.798436111266019
RPSAP47,3,1.0,-0.9211463936014584,1.0,-0.9818404801074192,-0.9959313000633081,-0.7856674006336481,0.0305688623759394,,
EIF1B-AS1,3,1.0,-0.49996158057738277,0.6666666666666666,0.1631981247783632,-1.1710836715210624,-0.49199919498944905,0.7721047255239541,0.03479723762456417,0.22936918453627556
EIF2AK4,3,1.0,-0.6121253831641084,0.6666666666666666,-1.641752124053751,0.026895018927612303,-0.22151904436618622,3.984983317046472e-15,0.8306463659436417,0.21031917451928453
EIF2B1,3,1.0,0.040350984123585905,0.6666666666666666,-0.269238024948396,0.2156133668022106,0.1746776105169431,0.3187478673216382,0.010469007997457029,0.25466777418198533
EIF2B5-DT,3,1.0,0.5979688039653298,0.6666666666666666,3.1199952321428457,-0.6160202798394047,-0.7100685404074516,2.4783477048681337e-06,0.6257375902441851,0.2788107815875789
EIF2S2P4,3,1.0,0.3393042922571777,0.6666666666666666,-1.065785076505264,0.9575559597791716,1.1261419934976256,0.1691796674783022,0.011782379024512499,0.08739070923410314
EIF4EBP2,3,1.0,-0.07092607021256306,0.6666666666666666,0.0761284033739803,-0.2924271656496213,0.003520551637951824,0.808575449667395,0.00023084742628420908,0.9839117303554663
EIF4EP2,3,1.0,0.16795610856350787,0.6666666666666666,-1.3745185593762763,1.16859412667774,0.70979275838906,0.3270433863120487,0.04979199322045594,0.5280601506500486
RPL10A,3,1.0,-0.49962425521820736,0.6666666666666666,-1.476665220709604,-0.044653172893058465,0.022445627948040173,7.282052814442821e-06,0.6648775188063125,0.8934857444696086
RPL21P10,3,1.0,0.6700739856623487,0.6666666666666666,2.8027787640223067,-1.6481483405699147,0.8555915335346541,0.0022486985525374,0.19858591304854464,
RPL23AP64,3,1.0,1.0611492989346627,0.6666666666666666,3.550163097085665,-0.22324116421588044,-0.1434740360657966,0.0019178872508857,0.7675410082337558,0.857297576012032
RPL26,3,1.0,0.2771517131242553,0.6666666666666666,1.218991151362814,-0.20747973548536747,-0.18005627650468076,1.0302414315172196e-05,0.08536589373172977,0.2995290701440762
RPL28P2,3,1.0,0.6841452246743676,0.6666666666666666,3.356937705711992,-0.5407338744454123,-0.7637681572434767,3.728311399892787e-06,0.5455081096966691,0.4200236336396479
RPL35,3,1.0,-0.3663351522998353,0.6666666666666666,-1.1572433680542404,0.06368428234968213,-0.00544637119494784,0.0041371546064769,0.5476477707141483,0.9819558270533667
RPL36,3,1.0,-0.5682862067370428,0.6666666666666666,-1.8221747584760204,-0.06908532441856026,0.18640146268345226,4.223404624552232e-06,0.5387906976509214,0.21187583023032394
RPL37A-DT,3,1.0,-0.7882267217727738,0.6666666666666666,0.4993845756177059,-0.1827125210031895,-2.6813522199328377,0.7637710141168715,0.8358200675224905,0.011527082092748178
RPL39L,3,1.0,-0.4611806952825675,0.6666666666666666,-1.2505136023638312,-0.32437610250666166,0.19134761902279018,0.0130579070134264,0.21987133568251557,0.7059819545363597
RPL4P4,3,1.0,-0.6049969343153266,0.6666666666666666,-1.633500401322202,-0.1986404210830652,0.01715001945928731,0.007357261561335,0.21381013980794145,0.9617618828516756
RPL4P5,3,1.0,-0.22078368066842302,0.6666666666666666,-1.5586703364884584,0.44125931890862247,0.4550599755745669,0.01190464630881,0.288825095696251,0.6808674101288443
RPL5P30,3,1.0,0.49396675418580754,0.6666666666666666,4.163690195041129,-1.4105395005954096,-1.2712504318882967,5.1399084449472676e-08,0.18493815879366376,0.2985590593635671
RPL8,3,1.0,-0.7508511656733825,0.6666666666666666,-2.2482275495588206,0.0153814525028403,-0.019707399964167073,1.681504389118441e-05,0.8845662727449177,0.9143210665772318
RPS15A,3,1.0,0.3390380005645295,0.6666666666666666,1.3056600639873637,-0.1837540660140738,-0.10479199627970158,3.8560374606263404e-09,0.12764613647716982,0.5101695833732451
RPS21,3,1.0,-0.4182719201457438,0.6666666666666666,-1.1817281505079786,-0.09669623496897865,0.023608625039725797,0.017033675265972,0.42545588625792125,0.9093636886884817
RPS24P8,3,1.0,-0.653701075501765,0.6666666666666666,-1.8968047328373523,0.09825360964102024,-0.16255210330896325,0.0037606769874712,0.8747553008285098,0.8553012997273528
RPS3AP38,3,1.0,0.10903383859978777,0.6666666666666666,1.7226272430063632,-0.3406251182806056,-1.0549006089263944,0.0341265301968783,0.6002823402031859,0.22975502579859527
RPS3AP5,3,1.0,-0.8428720981635786,0.6666666666666666,-2.082580911156442,0.17915554725146055,-0.6251909305857545,0.0311412037445773,0.7246924101946931,0.6394904069259902
RPSA,3,1.0,-0.5421558780966382,0.6666666666666666,-1.8692242847560416,-0.0023921419367428603,0.24514879240286963,8.217664914317381e-07,0.9827820678232579,0.09401503725129899
RPSAP12,3,1.0,-0.6846908082444766,0.6666666666666666,-2.0966418638300715,0.10763214922932093,-0.06506271013267918,0.0237135877884471,0.888125892855385,0.9577239452519233
RPSAP15,3,1.0,-0.4637514677621835,0.6666666666666666,-1.734288007835454,-0.19210572357819183,0.5351393281270951,0.0050445912150737,0.68789005884717,0.5946204793467231
DDX12P,2,1.0,-1.2849498615057147,1.0,,-0.694120465609913,-1.8757792574015164,,2.2201345518918455e-05,
DDX28,2,1.0,0.4292030732459371,1.0,,0.22468316235139527,0.6337229841404789,,0.1047173524906849,0.000880791852344215
DDX3X,2,1.0,0.2571040376965652,1.0,,0.35223946400345296,0.1619686113896775,,1.3181530611813913e-05,0.3255427185005349
DDX50,2,1.0,0.5236883213550304,1.0,,0.19438799523193304,0.8529886474781279,,0.07537432708489042,5.870670690330821e-07
DHX58,2,1.0,-0.4526669547271621,1.0,,-0.5359245175030803,-0.3694093919512439,,0.00020976947031702516,0.09384358448119336
RPL12P14,2,1.0,1.578494195004533,1.0,2.445645940173468,0.7113424498355981,,0.0006441060101732,0.6116138386292881,
RPL23AP53,2,1.0,0.45106072298268757,1.0,0.2637479025737415,0.6383735433916337,,0.7735228777126061,0.004318202956182942,
RPL23AP7,2,1.0,0.599800037282419,1.0,0.2048926651115801,0.994707409453258,,0.7407745907558976,1.9729196648609328e-07,
RPL29P14,2,1.0,5.062276662876358,1.0,8.353438842402436,1.7711144833502799,,0.0001480844494884,0.3019860173139725,
RPL39P38,2,1.0,2.718066067122962,1.0,2.1643958906527687,3.2717362435931556,,0.0143674004288418,,
RPL4P6,2,1.0,1.5849020042625896,1.0,,2.1744130802700607,0.9953909282551185,,0.0005556848902596008,0.22480951811017139
RPL6P27,2,1.0,-1.1319168702273739,1.0,-2.1747263231696237,-0.08910741728512402,,0.0001046740864114,0.5880453343808957,
RPS27AP16,2,1.0,-0.9653908010969778,1.0,-1.8963118737323543,-0.034469728461601366,,0.0291396241793926,0.8650630887493064,
RPS2P36,2,1.0,1.3610420937183463,1.0,,1.6394974159607296,1.082586771475963,,0.011927964990158166,0.22091786419619233
RPS4XP16,2,1.0,-0.803068841850632,1.0,-0.4282891879250743,-1.1778484957761897,,0.850377202720161,0.010424778967404461,
RPS7P3,2,1.0,2.144256946202822,1.0,2.821588691362106,1.4669252010435374,,0.0103957819953589,,
RPSAP19,2,1.0,-1.3054501261807872,1.0,-1.9147869726586395,-0.6961132797029349,,0.0413663022403026,0.11199822041163615,
RPSAP58,2,1.0,-0.9499192683785832,1.0,-1.8770759713066856,,-0.022762565450480835,7.403141612214173e-07,,0.9607687601081496
EIF1AXP1,2,1.0,0.4878300905601336,0.5,-0.3743423933650471,1.3500025744853144,,0.7510278096266343,0.001074165661355065,
RPL23AP82,2,1.0,0.1305694452926989,0.5,-0.3295456653711519,0.5906845559565497,,0.581426176271035,0.00026012742875759944,
RPL3L,2,1.0,1.2896453306406412,0.5,3.7199317391782856,-1.1406410778970033,,1.1096385447736056e-08,0.39640964757907166,
RPL3P4,2,1.0,-1.0320446577350597,0.5,-2.10219173051348,0.038102415043360455,,0.0070861396791126,0.8916849453251434,
RPL7P19,2,1.0,2.071136566079934,0.5,5.6352192759530695,-1.492946143793201,,0.0026298164623584,0.3899277625202586,
RPS10P7,2,1.0,0.09867822130742498,0.5,1.2366678142120802,-1.0393113715972302,,0.2926050376733402,0.0012020298382611847,
EIF4EBP2P2,1,1.0,7.369811563782932,1.0,7.369811563782932,,,0.0035948843027162,,
RPL12P25,1,1.0,2.5783138384570026,1.0,2.5783138384570026,,,0.0296574692483261,,
RPL21P121,1,1.0,7.571864946394183,1.0,7.571864946394183,,,0.001741020096016,,
RPL23AP20,1,1.0,3.36456806687768,1.0,3.36456806687768,,,0.0028887884616516,,
RPL35AP36,1,1.0,2.243415678130168,1.0,2.243415678130168,,,0.0249607446689989,,
RPL39P14,1,1.0,5.433173215543023,1.0,5.433173215543023,,,4.572055949494865e-05,,
RPL6P24,1,1.0,2.2415430374598886,1.0,2.2415430374598886,,,0.0345466157562137,,
RPL7AP64,1,1.0,-1.5152817572485413,1.0,,-1.5152817572485413,,,1.1247824407582738e-08,
RPL7AP65,1,1.0,7.516041001424902,1.0,7.516041001424902,,,1.09901592720527e-05,,
RPLP0P2,1,1.0,4.863879338743115,1.0,4.863879338743115,,,0.0001370896267246,,
RPS26P41,1,1.0,8.20526615051673,1.0,8.20526615051673,,,0.0006146952394283,,
RPS26P55,1,1.0,7.934741018018632,1.0,7.934741018018632,,,8.405803047543397e-05,,
RPS6KA6,1,1.0,-0.8612549678143229,1.0,-0.8612549678143229,,,0.0071126933683678,,
RPSAP22,1,1.0,-2.993771203892856,1.0,,-2.993771203892856,,,0.016785734051867996,
EIF3FP3,3,0.0,-1.2389988581111593,1.0,-2.8085945388873235,-0.38052887445906275,-0.5278731609870918,0.0549172277893358,0.28820066392163646,0.2880648427042612
RPL10P9,3,0.0,-0.7907658921782067,1.0,-1.6306179694031326,-0.2639507026684985,-0.47772900446298877,0.1574278822717537,0.20386266846203466,0.20521030786511982
RPL12P4,3,0.0,-0.828719903722071,1.0,-1.971105066822919,-0.08866164556976275,-0.42639299877353115,0.0547571848236291,0.8110238785774391,0.3938240251452204
RPL12P6,3,0.0,-0.495175523291061,1.0,-1.032429884430392,-0.02444730372048831,-0.42864938172230266,0.4411375461176234,0.9763988717037313,
RPL13AP25,3,0.0,-0.5504857852798368,1.0,-1.176939113340219,-0.32071742961305366,-0.15380081288623793,0.1512223073712195,0.059212469191130664,0.7601757962527204
RPL15P18,3,0.0,-1.1479107110809381,1.0,-3.073160173770745,-0.3330776317803641,-0.03749432769170519,0.0845072421911,0.7332470888851551,0.9850551761265235
RPL17P50,3,0.0,0.09801358724078287,1.0,0.1980918094501386,0.010014186682879555,0.08593476558933046,0.8840016655286299,0.9879177615519226,0.9025967370246033
RPL18AP3,3,0.0,-0.5119029427425427,1.0,-0.9048303135379572,-0.23777019414249945,-0.39310832054717115,0.3184608807168309,0.08072191876737325,0.20468853300999418
RPL21P75,3,0.0,-0.8213951219157782,1.0,-1.1537792852566966,-0.4485623800056082,-0.86184370048503,0.7014200849152908,0.24008769316882733,0.6142982356855222
RPL23AP42,3,0.0,-0.6277813481489923,1.0,-1.2306872203359491,-0.18718852874834344,-0.4654682953626846,0.0777818955448761,0.5986498080983363,0.23816278073000638
RPL23AP65,3,0.0,-0.5774860350928731,1.0,-1.2517223084502354,-0.019925578861626537,-0.4608102179667574,0.1709685683426268,0.9705955112395205,0.7640474680515468
RPL24P8,3,0.0,-0.29691561430433266,1.0,-0.6017704996610856,-0.1318591993971964,-0.15711714385471595,0.5014362777322677,0.8350225534803934,0.9298305584325592
RPL26P19,3,0.0,-0.5651124632493318,1.0,-0.8973264904789207,-0.1025405933187012,-0.6954703059503736,0.2564734059355477,0.7676712284480375,0.2507747097034063
RPL26P36,3,0.0,-1.114349162547042,1.0,-2.5918115966793276,-0.35391359496856384,-0.39732229599323465,0.0759878488477112,0.35870023932247397,0.8084021153801011
RPL26P6,3,0.0,0.780480293413106,1.0,0.1486385025876473,0.4379717957906324,1.7548305818610381,0.9377307230421392,0.5836713849201498,0.3011088567910045
RPL27,3,0.0,-0.2764031862618325,1.0,-0.5648032474235871,-0.053770759154663735,-0.2106355522072467,0.0652033374775498,0.5921405288723195,0.2689850938967982
RPL29P11,3,0.0,-0.42383455721943547,1.0,-0.6998521603833007,-0.3344116024186218,-0.23723990885638394,0.394331750561572,0.39823558009121823,0.7817657513664906
RPL39,3,0.0,-0.44011175534434016,1.0,-0.9984209599756276,-0.12074793730603249,-0.2011663687513606,0.0714337099315513,0.11518688640676042,0.2228723419538156
RPL3P7,3,0.0,-0.7512345190164765,1.0,-1.016495638591002,-1.009687909736037,-0.22752000872239073,0.2843863183311775,0.19231051590993845,0.8593357732072213
RPL41,3,0.0,-0.3191014319471989,1.0,-0.7400201200170147,-0.09356837275248389,-0.12371580307209823,0.1080177784367013,0.30622782168373297,0.46896613936333703
RPL41P2,3,0.0,-0.742517745559642,1.0,-0.6997237334608042,-0.43638415615937826,-1.0914453470587437,0.3054726806428803,0.22088882458360995,0.30902537997938423
RPL41P5,3,0.0,-0.645493032666749,1.0,-1.193148050037803,-0.07837331898730995,-0.6649577289751338,0.4567315841906684,0.7026105986527429,0.13634169425740458
RPL5P23,3,0.0,-0.898607524973574,1.0,-1.3999045541910262,-0.3770449018217739,-0.9188731189079217,0.4104343360495405,0.6236160228152171,0.5883646348252722
RPL7AP50,3,0.0,-0.535369591905753,1.0,-0.8051157981306734,-0.5269239619606858,-0.2740690156258996,0.5507703819937512,0.5342492969273531,0.8150694334323767
RPL7AP66,3,0.0,-0.7763666848885414,1.0,-1.1272215660967344,-0.5669096725829317,-0.6349688159859586,0.2675397851341951,0.11583780208932719,0.5512828868812656
RPL7P23,3,0.0,-0.7445857515982278,1.0,-1.5729065796059505,-0.03665581598409441,-0.6241948592046385,0.0536887254653386,0.9368496504267869,0.43652081950055616
RPS20,3,0.0,-0.1785157141619037,1.0,-0.3970254568492106,-0.09413446228777309,-0.044387223348727474,0.4359753847320042,0.29742355412881,0.7938161234777428
RPS23P8,3,0.0,-0.6707569585801664,1.0,-1.643006265329116,-0.3370676117469153,-0.0321969986644681,0.0507546792577129,0.1718416260252192,0.9614672224527215
RPS28P4,3,0.0,-0.45299658271182236,1.0,-0.9232782555762474,-0.3950828471652101,-0.04062864539400978,0.5303288304200497,0.43712448071389437,0.9793436249615632
RPS2P55,3,0.0,-0.4637488151101346,1.0,-0.7755374739282896,-0.3235050645527912,-0.2922039068493229,0.5101717388418702,0.25142224952906217,0.2950782724968225
RPS3AP26,3,0.0,-0.6178880388114082,1.0,-1.2937336261753571,-0.23133503408625908,-0.32859545617260855,0.1650424992891286,0.16023664365516385,0.541711858924797
RPS3AP47,3,0.0,-0.6999637904737988,1.0,-1.4703424276369088,-0.5832855787647837,-0.04626336501970384,0.2330884235242238,0.36667189431035035,0.9805556100081609
RPS3AP6,3,0.0,-0.4151706934973241,1.0,-0.5354470751686652,-0.16529296427376927,-0.544772041049538,0.4113195522902589,0.2808787660092787,0.1946354098277472
RPSAP18,3,0.0,-0.9203769987704401,1.0,-0.5698099490205036,-0.8840058445397901,-1.3073152027510262,0.6797640112936159,0.44398545957792884,
DHX35,3,0.0,-0.16163475487153497,0.6666666666666666,-0.2969883706972296,0.06804389909394658,-0.2559597930113219,0.3753018898185471,0.6267926660828166,0.22125659254667923
EIF1P3,3,0.0,0.8118487090917813,0.6666666666666666,-0.158290854288246,1.0304669149088583,1.5633700666547317,0.954287467404092,0.4637978235442782,0.35306190463109016
EIF2S3B,3,0.0,-0.054370314501918975,0.6666666666666666,-0.273874968379253,-0.02263294040205405,0.13339696527555014,0.7490529891854562,0.9772637793677522,0.9055357640268968
EIF3CL,3,0.0,-0.4850350856986938,0.6666666666666666,-1.7257405941479642,0.289697961557217,-0.019062624505334223,0.0533450668214968,0.32981748416209966,0.9812572195306725
EIF3G,3,0.0,-0.18161383098218184,0.6666666666666666,-0.5378773532102249,-0.040608257296041034,0.033644117559720466,0.1518136754529076,0.6764160871280764,0.8644740757831434
EIF3LP2,3,0.0,0.12109556647272778,0.6666666666666666,-0.422411806408781,0.14438191705000158,0.6413165887769627,0.7670852887859495,0.9172763988564031,0.6912612483159849
EIF4A1P2,3,0.0,0.46907646414106624,0.6666666666666666,-0.8385382249565729,0.9105422045257092,1.3352254128540624,0.2648405577199997,0.13330547014167782,0.12589596900102415
EIF4A1P4,3,0.0,0.15411573266558679,0.6666666666666666,-2.1287277673213856,1.373301744635037,1.217773220683109,0.1005721417616444,0.05476980030925939,
EIF4A2,3,0.0,0.05551458378005619,0.6666666666666666,0.301854850156218,-0.10198369998936813,-0.0333273988266813,0.117388520916702,0.3273724236643132,0.8466167110547075
EIF4HP1,3,0.0,0.13311966459495397,0.6666666666666666,-1.0835785444248542,0.4218387602038506,1.0610987780058656,0.1324587115863341,0.39777347894307663,0.07959212514004861
EIF5AP4,3,0.0,0.5014126581795509,0.6666666666666666,-1.4860162236194514,0.9984639365479093,1.991790261610195,0.0594615143231602,0.12628916195042073,0.07704565249929039
RPL10AP2,3,0.0,0.05774819351275373,0.6666666666666666,-1.0375488085748603,0.13236496966302091,1.0784284194501006,0.2750519487948932,0.8946195053760833,
RPL11P3,3,0.0,0.1606532670062285,0.6666666666666666,0.6890753561645974,-1.3053756073742422,1.0982600522283303,0.7355035703269792,0.2173322791437506,0.5082520936507069
RPL12P12,3,0.0,-0.10727453492609229,0.6666666666666666,-0.6524846560998359,0.11610748806485062,0.21455356325670835,0.6899492379489816,0.9160076108127545,
RPL18AP7,3,0.0,-0.19584863860507554,0.6666666666666666,1.2804897118926608,-0.6833693462822189,-1.1846662814256685,0.2123615548285471,0.43916684994135513,0.2668652936199475
RPL24P2,3,0.0,-0.30350887425290635,0.6666666666666666,-0.5858358784027644,-0.5838331004658042,0.2591423561098495,0.7292832850184466,0.46186799490325714,
RPL24P4,3,0.0,-0.31540659321917747,0.6666666666666666,-0.7104745243914586,0.01961183293549575,-0.2553570882015696,0.1389421828828572,0.9602510297869791,0.6624134833231049
RPL31P49,3,0.0,-0.21833179824462792,0.6666666666666666,0.4107611606087704,-0.47083372231317666,-0.5949228330294776,0.8547737993148394,0.6235377109972027,0.6861862045625418
RPL32P16,3,0.0,-0.20692008175714396,0.6666666666666666,-1.0340983200167535,0.17914208446213797,0.23419599028318364,0.33729375366764,0.7872073942007439,0.9019600705754046
RPL32P18,3,0.0,-0.3736885247700568,0.6666666666666666,-1.1518805894461306,-0.2908924825881552,0.32170749772411517,0.1187584790978342,0.3892200392405208,0.624399821182548
RPL34P18,3,0.0,-0.048195631959117836,0.6666666666666666,-1.0652971941087914,-0.3396395913067609,1.2603498895381988,0.3166114139693562,0.5990851609024994,
RPL35P1,3,0.0,-0.20586061807058487,0.6666666666666666,-1.055924046576731,0.7187391526709969,-0.2803969603060204,0.3175407638987663,0.3941299292572069,0.8621421625032323
RPL35P5,3,0.0,-0.4281872617973012,0.6666666666666666,-2.3696328228436485,0.32192989924257515,0.7631411382091701,0.1274960201932553,0.7119901400614548,0.6249756602071694
RPL36AP26,3,0.0,-0.26927528924619243,0.6666666666666666,-0.6067171436968347,-0.400471418532872,0.1993626944911294,0.6482668406318276,0.6355913498144309,
RPL39P3,3,0.0,-0.4988882365792598,0.6666666666666666,-1.4226306982549817,-0.24080236561371635,0.16676835413091867,0.1303501605670834,0.13686905919989054,0.7328320578140062
RPL39P36,3,0.0,0.610198683028369,0.6666666666666666,2.5119486630924883,0.07860317725813425,-0.7599557912655154,0.0944716627242881,0.9398698729819911,0.6208816249447423
RPL5P17,3,0.0,-0.021028067613101425,0.6666666666666666,-0.0914263288305592,-0.20682001262133412,0.23516213861258906,0.9617984131856776,0.8648743840968188,
RPL5P34,3,0.0,0.01267349327006273,0.6666666666666666,-0.6289711634902506,-0.3769449363255213,1.04393657962596,0.4218858557310913,0.5217985400709283,0.22983035858943693
RPL5P4,3,0.0,-0.2887089076979454,0.6666666666666666,-1.0617248314470085,0.2558317541231401,-0.06023364576996783,0.3349891683575188,0.7700609440688231,0.9697060608802763
RPL7AP10,3,0.0,-0.21580825555424932,0.6666666666666666,0.8631406212581225,-0.17473422560157872,-1.3358311623192918,0.548972372570158,0.8423274642056336,0.1679830719785809
RPL7AP30,3,0.0,-0.8769846260053185,0.6666666666666666,-2.8580579205060084,-0.058189549491218115,0.28529359198127097,0.1082762255643103,0.919819161993168,0.8385308542901636
RPL7P50,3,0.0,-0.6111288049816929,0.6666666666666666,-0.542133051084744,0.7377025203887726,-2.028955884249107,0.7468908938488589,0.6158253209345101,0.21535952148026744
RPL9P7,3,0.0,-0.5182356177002744,0.6666666666666666,-0.9291207273524902,0.0899362409169022,-0.715522366665235,0.5451407235265452,0.8833290240048762,0.560146130190093
RPS10P3,3,0.0,-0.12050142694808012,0.6666666666666666,-0.2272494672044009,0.4230753604017724,-0.5573301740416119,0.814981802067224,0.5023407817106958,0.6683986172013175
RPS13P2,3,0.0,-0.6699120030452144,0.6666666666666666,-1.659675618962826,0.039267934020817914,-0.38932832419363533,0.0827008634040083,0.9465432252555385,
RPS15AP1,3,0.0,0.08960572517276381,0.6666666666666666,0.2641519091728593,-0.014715782023181481,0.01938104836861359,0.765436603328608,0.983483254194719,0.989741021858181
RPS18P12,3,0.0,-0.10489046049111495,0.6666666666666666,-0.4854244420548017,-0.005080392371766823,0.17583345295322367,0.6510486298794803,0.9944045406279065,0.8291880652792304
RPS20P14,3,0.0,-0.10336706675045193,0.6666666666666666,0.1723956293557087,-0.01006447988303956,-0.4724323497240249,0.8602380527357981,0.9865404829865355,0.7218364833625911
RPS20P33,3,0.0,-0.323701827701998,0.6666666666666666,0.6395879484568026,-1.1145639849388136,-0.49612944662398295,0.660427312361003,0.3263937333441332,0.7343012171933115
RPS24P19,3,0.0,-1.0038899880706436,0.6666666666666666,-2.204379929344338,-0.9831170858403112,0.1758270509727184,0.2467039390456966,0.3556363053866216,0.8688383486753609
RPS26P3,3,0.0,0.4439815212052612,0.6666666666666666,-0.6331296751679999,1.2047875776670576,0.7602866611167259,0.7536537513401084,,
RPS27AP5,3,0.0,0.14850790797812574,0.6666666666666666,-0.844014643634973,-0.3617788193931149,1.6513171869624652,0.5812635106905671,0.44440413508144105,
