gene_symbol,dataset_count,significant_dataset_count,mean_log2_fold_change,direction_consistency,log2fc_GSE278320_primary,log2fc_GSE287860,log2fc_GSE288000_NTC,padj_GSE278320_primary,padj_GSE287860,padj_GSE288000_NTC
RPL38,3,3.0,-0.5469196409363548,1.0,-1.1301195604630223,-0.1935733392253895,-0.3170660231206526,0.0025481608018747,0.04506651590975453,0.018213987964050837
RPL7,3,3.0,-0.9501794391204604,1.0,-2.3336055056538227,-0.24413948248493075,-0.2727933292226279,5.863667828794949e-07,0.0011179292269759195,0.039330706327194424
RPS17,3,3.0,1.367001635595746,1.0,2.6774472050696803,0.6587959762493549,0.7647617254682025,1.4421195682283926e-19,1.6601654907965646e-07,0.0006786147882416113
RPS23,3,3.0,-0.7752688980214973,1.0,-1.71333215349277,-0.18046069814764734,-0.432013842424075,0.0002903359527768,0.04976241878192038,0.0006500420997185833
RPS25,3,3.0,-0.7891537505896741,1.0,-1.880219891939944,-0.21412364032411244,-0.2731177195049659,6.248995778556065e-05,0.010889878256122837,0.03910859072227857
RPS27,3,3.0,-0.9500627049653527,1.0,-1.3077240503458296,-0.4463984932376083,-1.0960655713126202,0.0087212412701394,4.075005483898973e-08,1.669933585104271e-18
RPS28,3,3.0,-0.8338006844203601,1.0,-1.8076062173018952,-0.2560194755129792,-0.4377763604462062,8.727239013630574e-05,0.006195968297953114,0.02269180002092625
RPS3A,3,3.0,-0.6915363914317482,1.0,-1.3496427999389784,-0.20769351526579313,-0.5172728590904732,0.0136579262040246,0.011403576382911356,0.00043206202441764226
RPS4X,3,3.0,-0.9948292456419443,1.0,-2.0775528781919763,-0.2256782267436528,-0.6812566319902036,2.2068275440005685e-06,0.010460668398443755,2.5537939992766363e-08
RPS9,3,3.0,-0.8349196484715217,1.0,-1.8235420518412873,-0.25180097408081226,-0.42941591949246594,3.3529610450014077e-06,0.00028897729985787426,0.008686847286953443
DHX33,3,3.0,0.05696685642376945,0.6666666666666666,-1.260003285741127,0.5297136040491792,0.9011902509632561,8.889607176545174e-10,1.18559280384536e-07,8.210936292844133e-09
EIF1AX,3,3.0,0.5515657788806548,0.6666666666666666,-0.9334573816980656,1.1522510920697306,1.4359036262702993,0.0005084748173404,9.227763737997341e-56,7.666083318766101e-25
EIF2A,3,3.0,-0.030356075245535446,0.6666666666666666,-0.9080977062303786,0.21911425484520156,0.5979152256485707,0.0284575038918364,0.01596002524705403,0.00022899590607728068
EIF2B3,3,3.0,0.30883217780775385,0.6666666666666666,-1.868679883885288,1.0789104437097856,1.716265973598764,1.5339692201174727e-08,1.5657375897401517e-23,6.561237458726674e-23
EIF2S2,3,3.0,0.3127677622142182,0.6666666666666666,-1.2828823553277708,0.8934862721371184,1.327699369833307,0.0075123600409879,5.715850502931292e-41,5.1159672641183047e-26
EIF3B,3,3.0,0.1126597735273746,0.6666666666666666,-1.5469196224879147,0.8249236678192462,1.0599752752507923,8.07473518125793e-06,1.7692783858281191e-25,2.4808777747022736e-16
EIF3C,3,3.0,-0.09974501110319989,0.6666666666666666,-1.972701916547896,0.573586404272483,1.0998804789658134,4.35735583365579e-06,3.1421343234831235e-07,3.842828216536075e-12
EIF3I,3,3.0,-0.2961001284033718,0.6666666666666666,-2.246011246805568,0.46494508278720564,0.892765778808247,2.1701060504477152e-16,1.1025427806813862e-10,5.523894982664563e-11
EIF3J,3,3.0,0.1824690186957105,0.6666666666666666,-1.4478004696111413,0.8328319417084794,1.1623755839897933,3.785477052742728e-05,2.791866802139318e-20,1.1658847163175182e-16
EIF3M,3,3.0,-0.05949795079541065,0.6666666666666666,-0.9368553835654584,0.2282327480841521,0.5301287830950744,0.001939996099164,0.0021763559871839575,5.776871417681614e-05
EIF4A3,3,3.0,0.0023801388935698053,0.6666666666666666,-1.51805394076059,0.648011878015901,0.8771824794253984,0.0001601946077792,3.736276467948582e-19,7.284270151290287e-08
EIF4EBP1,3,3.0,-0.8289957355496796,0.6666666666666666,-4.4135379447419165,1.1312887661118693,0.795261971981008,7.918971248582481e-08,8.809510857472348e-50,0.00014232451180049222
EIF4H,3,3.0,0.05898623440468398,0.6666666666666666,-1.271945929930445,0.5515409638325836,0.8973636693119134,0.0008246471857836,1.5333788895703034e-17,9.689229138092778e-13
EIF5A,3,3.0,0.41942882738179427,0.6666666666666666,-2.1138944578124153,1.3213887470443768,2.050792192913421,1.0983961234367202e-06,2.9515051959152175e-84,1.3781304719758448e-29
EIF5AL1,3,3.0,0.070408145507447,0.6666666666666666,-3.216578442919523,1.1845535650749215,2.2432493143669423,0.0002607752038839,0.00028379720702625494,1.3603830968407846e-06
EIF5B,3,3.0,0.5131087971075732,0.6666666666666666,-0.6376778748940607,0.8249948451270954,1.352009421089685,0.0002713195852268,1.9806368049311168e-29,2.5853882633939216e-27
EIF6,3,3.0,0.2052664602271821,0.6666666666666666,-1.6275222759930423,0.9399679173902318,1.3033537392843568,3.5049627656386015e-05,6.338118532983946e-33,1.8482826965854763e-16
RPL22L1,3,3.0,0.1800308801631919,0.6666666666666666,-1.4468575996050528,0.8480286600817378,1.1389215800128907,0.0002480324200372,4.444818755432972e-24,9.953012008785824e-13
RPL26L1,3,3.0,0.023486028733959625,0.6666666666666666,-0.8981268373341973,0.29356117493648687,0.6750237485995894,0.0466305019400376,0.014786655475650811,0.0068131594964338325
RPL37,3,3.0,-0.14457190899418662,0.6666666666666666,0.5651841399334386,-0.3594222529097204,-0.6394776140062781,0.0129436173022094,1.2659566210149503e-05,2.9168061994741994e-06
RPL7L1,3,3.0,0.3308645640362207,0.6666666666666666,-0.9356132677696006,0.7704562757408516,1.1577506841374112,0.0005672228403504,4.420601025288667e-27,2.206858436662795e-20
RPS19BP1,3,3.0,0.1590234512910982,0.6666666666666666,-0.9519163617819024,0.7262881852870207,0.7026985303681764,0.0014491926028122,8.301220413737792e-20,1.56138589087409e-05
RPS26,3,3.0,-0.062068604365178436,0.6666666666666666,-2.0809172675959964,0.5839899395177868,1.3107215149826743,1.7932918239690503e-06,2.5972557074679164e-13,2.5831127600453647e-20
RPS6KA1,3,3.0,-0.13892643681774494,0.6666666666666666,-1.989047266619224,0.5908201178148759,0.9814478383511135,4.361470957115947e-08,1.2899572067337414e-13,1.3730317457665806e-14
