gene_symbol,log2FoldChange,lfcSE,padj,context
ACSM3,0.7183955377467091,0.263143374100158,0.0147348417823411,GSE278320 VacV
REXO5,0.2844197412834174,0.2216573055263906,0.2911297962614637,GSE278320 VacV
CIAPIN1,-1.1694945566127908,0.2660588403672709,5.20195658190802e-05,GSE278320 VacV
SPPL2B,0.6837728150570617,0.2675160233555942,0.0232320391923714,GSE278320 VacV
FAM214B,-0.5756160097071124,0.4805754766800016,0.3282282838892332,GSE278320 VacV
PRKAR2B,-2.5616581896931896,0.3764589486242262,1.4741735644735302e-10,GSE278320 VacV
MSL3,1.3259063624111975,0.3332606197246652,0.0002702898010603,GSE278320 VacV
CREBBP,0.62055617069671,0.4551665727869847,0.2585842403157428,GSE278320 VacV
GCFC2,-0.2148470638968448,0.2176634235048718,0.4331386544918585,GSE278320 VacV
WDR54,-1.7174335248616024,0.4406264474888094,0.000362221081479,GSE278320 VacV
CROT,0.7056997194395725,0.3769098047811298,0.1066793922767282,GSE278320 VacV
ABCB4,5.0941575925811815,1.0258665240481637,4.194320832620439e-06,GSE278320 VacV
KMT2E,1.030740675235665,0.1794668821345364,8.035521880064674e-08,GSE278320 VacV
RHBDD2,0.0055296718969007,0.3714889499148759,0.9914878582622052,GSE278320 VacV
SOX8,-0.8657219577954844,0.4351400295368366,0.0845072421911,GSE278320 VacV
IBTK,-0.3883535016555763,0.2548487985811952,0.2009053973556675,GSE278320 VacV
ZNF195,0.5520867402457588,0.3163251410011432,0.1360690501322961,GSE278320 VacV
MYCBP2,0.2342792552578255,0.2979642597102199,0.5446967289828429,GSE278320 VacV
FBXL3,1.256012267088905,0.2015556213238683,5.150959880593591e-09,GSE278320 VacV
PDK2,-2.7699466637046988,0.5012075679996215,2.585507955352774e-07,GSE278320 VacV
ITGA3,-0.0472653019574546,0.6390022864588916,0.9621297279842144,GSE278320 VacV
ZFX,2.585713465521019,0.2594252793554918,1.1324837593778957e-21,GSE278320 VacV
LAMP2,-1.1777478269960469,0.1763179485684633,3.32864927395928e-10,GSE278320 VacV
ITGA2B,0.0293544965101398,0.3839223825893318,0.9609063685345668,GSE278320 VacV
GDE1,-2.0178905873198554,0.3089617332781005,8.425091299434551e-10,GSE278320 VacV
REX1BD,-2.224618691691305,0.5185229649320215,7.997560788350947e-05,GSE278320 VacV
CRLF1,-2.547947830966508,0.2672558368500556,6.907976210957405e-20,GSE278320 VacV
