gene,k,pooled_log2FC,p,Q,I2,tau2,pi_lo,pi_hi,direction_concordance,loso_direction_robust,class,meta_FDR
DDX6,4,0.03695118590676075,0.7914172945686784,10.872137535631191,72.40653008510868,0.048897384957109324,-0.7954783217418657,0.8693806935553872,0.75,False,III_context_dependent,0.9074169925905651
RPL13AP20,2,-0.09069981035270809,0.7865108032205956,1.2792348318555777,21.828269908077566,0.056841804161444416,,,0.5,False,III_context_dependent,0.9074169925905651
RPL31P52,2,-0.31477312361946147,0.7905570403905116,0.3121043183936654,0.0,0.0,,,0.5,False,III_context_dependent,0.9074169925905651
RPL5P30,3,0.5325074289572966,0.7885032326492223,32.15501292355117,93.78013000724017,11.064998248291348,-16.13467477917917,17.199689637093762,0.6666666666666666,False,III_context_dependent,0.9074169925905651
RPL9P18,2,-0.21435945056884498,0.7867222287913497,0.5379014064716863,0.0,0.0,,,0.5,False,III_context_dependent,0.9074169925905651
RPS15AP38,2,0.2658381201709287,0.7956903243308221,0.037693044435090285,0.0,0.0,,,0.5,False,III_context_dependent,0.9101646398595489
DDX11,4,0.07930535689157395,0.7995763825824592,37.71147096871142,92.04486082632775,0.34203183589274305,-2.030724101982108,2.1893348157652555,0.5,False,III_context_dependent,0.9103158346302646
RPL22P24,2,-0.12482442125299704,0.7988772349364163,0.04156977397831797,0.0,0.0,,,0.5,False,III_context_dependent,0.9103158346302646
RPL35P5,3,-0.19992524382051266,0.8048060898903503,3.85388013757485,48.10425003880505,0.9657001063690237,-5.676564164310808,5.276713676669782,0.6666666666666666,False,III_context_dependent,0.912838762641027
RPS3AP21,3,0.1186042914665101,0.8055566812584734,2.1783840158721586,8.188823208966626,0.06092632830295827,-2.210679875150394,2.447888458083414,0.6666666666666666,False,III_context_dependent,0.912838762641027
DDX59,4,-0.03901329657152697,0.8104174484136342,6.172694466191203,51.398858044384646,0.05200397394466169,-0.9303995000737151,0.8523729069306611,0.5,False,III_context_dependent,0.9144276929124342
RPS20P22,2,-0.16486287166431496,0.8155691685186959,0.8922361998159836,0.0,0.0,,,0.5,False,III_context_dependent,0.9177518485651218
RPS26P47,2,-0.22134054618588367,0.8271022626873871,1.109868880580779,9.89926670646772,0.2033173593564977,,,0.5,False,III_context_dependent,0.9264309408854104
DDX60,4,0.03425529062324235,0.8485175664296923,1.5224481715364893,0.0,0.0,-0.5364765199335777,0.6049871011800625,0.75,False,III_context_dependent,0.9269253072364417
EIF2S3B,3,-0.07130624329545683,0.8383184312735237,0.18676628700172615,0.0,0.0,-1.574926475094158,1.4323139885032445,0.6666666666666666,False,III_context_dependent,0.9269253072364417
EIF4A3,4,0.0713961811987712,0.833050566776937,41.25032747286608,92.72733046307728,0.3962991432895719,-2.2035993254611315,2.3463916878586737,0.5,False,III_context_dependent,0.9269253072364417
RPL31P17,2,0.21136705745352782,0.8448117580628589,0.06794297210984443,0.0,0.0,,,0.5,False,III_context_dependent,0.9269253072364417
