gene,full_meta_log2FC,full_meta_p,removed_study,loo_meta_log2FC,loo_meta_p,loo_k,direction_preserved,full_meta_FDR,significance_preserved
EIF3D,-0.08220355573515466,0.744801376986008,GSE278320,0.22685648869395458,0.21157168805170234,3,False,0.8853643819564065,False
EIF3D,-0.08220355573515466,0.744801376986008,GSE284044,-0.10732715893438179,0.7134258758864187,3,True,0.8853643819564065,False
EIF3D,-0.08220355573515466,0.744801376986008,GSE287860,-0.16465689409851816,0.7587413771835316,3,True,0.8853643819564065,False
EIF3D,-0.08220355573515466,0.744801376986008,GSE288000,-0.31634233670693374,0.4127109322673267,3,True,0.8853643819564065,False
EIF3E,-0.45825750688582023,0.016744543610286978,GSE278320,-0.26519825400085056,0.026300600951030147,3,True,0.0978446223010745,True
EIF3E,-0.45825750688582023,0.016744543610286978,GSE284044,-0.6125333445039981,0.005564722078401063,3,True,0.0978446223010745,True
EIF3E,-0.45825750688582023,0.016744543610286978,GSE287860,-0.49398053003270564,0.15141692924631758,3,True,0.0978446223010745,False
EIF3E,-0.45825750688582023,0.016744543610286978,GSE288000,-0.5147361644656439,0.06585733453715154,3,True,0.0978446223010745,False
EIF3F,-0.49534859636502027,0.00016140164333256532,GSE278320,-0.42487050436813517,1.379634095082091e-08,3,True,0.006021522847407244,True
EIF3F,-0.49534859636502027,0.00016140164333256532,GSE284044,-0.5666023139766896,7.882394031157706e-05,3,True,0.006021522847407244,True
EIF3F,-0.49534859636502027,0.00016140164333256532,GSE287860,-0.5929796008874018,0.023977376141944742,3,True,0.006021522847407244,True
EIF3F,-0.49534859636502027,0.00016140164333256532,GSE288000,-0.5240827707185514,0.03962687211399018,3,True,0.006021522847407244,True
EIF3FP3,-0.6124295274175995,0.08756412093207011,GSE278320,-0.4296999188502615,0.06729623308639848,2,True,0.2670981047298994,False
EIF3FP3,-0.6124295274175995,0.08756412093207011,GSE284044,-0.6124295274175995,0.08756412093207011,3,True,0.2670981047298994,False
EIF3FP3,-0.6124295274175995,0.08756412093207011,GSE287860,-1.3449332966884335,0.21875189886592428,2,True,0.2670981047298994,False
EIF3FP3,-0.6124295274175995,0.08756412093207011,GSE288000,-1.2738926985761654,0.27661969854988655,2,True,0.2670981047298994,False
EIF3G,-0.04429478325514226,0.4634120675726906,GSE278320,-0.02595042725748612,0.6731657441552199,3,True,0.7084469323210985,False
EIF3G,-0.04429478325514226,0.4634120675726906,GSE284044,-0.05384015641425613,0.5390261386469037,3,True,0.7084469323210985,False
EIF3G,-0.04429478325514226,0.4634120675726906,GSE287860,-0.10202725946343487,0.535427086148168,3,True,0.7084469323210985,False
EIF3G,-0.04429478325514226,0.4634120675726906,GSE288000,-0.09411236934648748,0.3885123391692261,3,True,0.7084469323210985,False
EIF3H,-0.36753337072138004,0.03621343807924197,GSE278320,-0.21297442416748041,0.00020659982311351272,3,True,0.15485503514664364,True
EIF3H,-0.36753337072138004,0.03621343807924197,GSE284044,-0.5051562529078971,0.023614235414251443,3,True,0.15485503514664364,True
EIF3H,-0.36753337072138004,0.03621343807924197,GSE287860,-0.48701046632537137,0.1393711437080676,3,True,0.15485503514664364,False
EIF3H,-0.36753337072138004,0.03621343807924197,GSE288000,-0.4775235766434412,0.0987519720477836,3,True,0.15485503514664364,False
EIF3I,-0.2625545016250112,0.6061589834498673,GSE278320,0.5429925022398654,0.010362836404597862,3,False,0.7947779040016275,True
EIF3I,-0.2625545016250112,0.6061589834498673,GSE284044,-0.26177650386077334,0.6559334552130436,3,True,0.7947779040016275,False
EIF3I,-0.2625545016250112,0.6061589834498673,GSE287860,-0.5390477150643789,0.638515297025817,3,True,0.7947779040016275,False
EIF3I,-0.2625545016250112,0.6061589834498673,GSE288000,-0.6835657080667387,0.49240511173120294,3,True,0.7947779040016275,False
EIF3J,0.34788760028960786,0.31037373138260393,GSE278320,0.8726116726460186,5.659146472568613e-09,3,True,0.5983067252850327,True
EIF3J,0.34788760028960786,0.31037373138260393,GSE284044,0.25716752547437494,0.5734700036403668,3,True,0.5983067252850327,False
EIF3J,0.34788760028960786,0.31037373138260393,GSE287860,0.12260629987665166,0.8455182692487331,3,True,0.5983067252850327,False
EIF3J,0.34788760028960786,0.31037373138260393,GSE288000,0.026317982670624802,0.9598901760439313,3,True,0.5983067252850327,False
EIF3J-DT,-0.39640424818717923,0.32987712910603684,GSE278320,-0.8232642622808541,7.821672361213317e-07,2,True,0.6039934714990481,True
EIF3J-DT,-0.39640424818717923,0.32987712910603684,GSE284044,-0.39640424818717923,0.32987712910603684,3,True,0.6039934714990481,False
EIF3J-DT,-0.39640424818717923,0.32987712910603684,GSE287860,-0.20589926063155006,0.8070258437941039,2,True,0.6039934714990481,False
EIF3J-DT,-0.39640424818717923,0.32987712910603684,GSE288000,-0.0485670947095208,0.9423184606497499,2,True,0.6039934714990481,False
EIF3K,-0.43052244371806997,0.32026186031664783,GSE278320,0.21211771096124404,0.1619207422038199,3,False,0.6020426443936984,False
EIF3K,-0.43052244371806997,0.32026186031664783,GSE284044,-0.532991198473491,0.30556869742092074,3,True,0.6020426443936984,False
EIF3K,-0.43052244371806997,0.32026186031664783,GSE287860,-0.6325139160457185,0.4864901131696081,3,True,0.6020426443936984,False
EIF3K,-0.43052244371806997,0.32026186031664783,GSE288000,-0.7519458468824227,0.34032959745476266,3,True,0.6020426443936984,False
EIF3L,-0.7935812728345537,0.005388378058734996,GSE278320,-0.43469656535055984,0.0038562032549792286,3,True,0.05101280108283487,True
EIF3L,-0.7935812728345537,0.005388378058734996,GSE284044,-0.9763937735870182,0.003089290794780319,3,True,0.05101280108283487,True
EIF3L,-0.7935812728345537,0.005388378058734996,GSE287860,-0.9935613359546305,0.06668296167201762,3,True,0.05101280108283487,False
EIF3L,-0.7935812728345537,0.005388378058734996,GSE288000,-0.8708624178556434,0.15309001307766124,3,True,0.05101280108283487,False
EIF3LP2,0.07503782767787756,0.8993877621556884,GSE278320,0.3264815687060642,0.653906276715216,2,True,0.947547743161107,False
EIF3LP2,0.07503782767787756,0.8993877621556884,GSE284044,0.07503782767787756,0.8993877621556884,3,True,0.947547743161107,False
EIF3LP2,0.07503782767787756,0.8993877621556884,GSE287860,0.024650568337610666,0.9747836734725859,2,True,0.947547743161107,False
EIF3LP2,0.07503782767787756,0.8993877621556884,GSE288000,-0.10714556643839716,0.8752188858529542,2,False,0.947547743161107,False
EIF3LP3,0.658021617755633,0.4662542644534561,GSE278320,0.3600189752633417,0.7699349872438624,1,True,0.7084469323210985,False
EIF3LP3,0.658021617755633,0.4662542644534561,GSE284044,0.658021617755633,0.4662542644534561,2,True,0.7084469323210985,False
EIF3LP3,0.658021617755633,0.4662542644534561,GSE287860,1.0054220676344925,0.4493752161197965,1,True,0.7084469323210985,False
EIF3LP3,0.658021617755633,0.4662542644534561,GSE288000,0.658021617755633,0.4662542644534561,2,True,0.7084469323210985,False
EIF3M,0.0922895231320651,0.6784510081631603,GSE278320,0.35764350841039527,0.002982014578130274,3,True,0.8405322206269742,True
EIF3M,0.0922895231320651,0.6784510081631603,GSE284044,0.02036950914069682,0.9380342501112814,3,True,0.8405322206269742,False
EIF3M,0.0922895231320651,0.6784510081631603,GSE287860,-0.0009038216364329407,0.9984879398510318,3,False,0.8405322206269742,False
EIF3M,0.0922895231320651,0.6784510081631603,GSE288000,-0.10420596635324285,0.7850059253700967,3,False,0.8405322206269742,False
EIF4A1,0.7161342549157353,0.10574065012036558,GSE278320,0.1547400841179498,0.3203261431955492,3,True,0.30195897032557983,False
EIF4A1,0.7161342549157353,0.10574065012036558,GSE284044,0.9850584715012336,0.0790993723207543,3,True,0.30195897032557983,False
EIF4A1,0.7161342549157353,0.10574065012036558,GSE287860,1.0470181909946656,0.2638423871737925,3,True,0.30195897032557983,False
EIF4A1,0.7161342549157353,0.10574065012036558,GSE288000,1.1666208763830483,0.1416286343836399,3,True,0.30195897032557983,False
EIF4A1P10,0.05531799627073258,0.947974010295453,GSE278320,0.9971841014999502,0.06418839669155718,2,True,0.9679313578806205,False
EIF4A1P10,0.05531799627073258,0.947974010295453,GSE284044,0.05531799627073258,0.947974010295453,3,True,0.9679313578806205,False
EIF4A1P10,0.05531799627073258,0.947974010295453,GSE287860,-0.20500077538616854,0.9090179974078553,2,False,0.9679313578806205,False
EIF4A1P10,0.05531799627073258,0.947974010295453,GSE288000,-0.7228322527349621,0.5641234541055762,2,False,0.9679313578806205,False
EIF4A1P2,0.45334263086415766,0.48230863922297906,GSE278320,1.0467329391952072,0.012456704870786133,2,True,0.7153507340157335,True
EIF4A1P2,0.45334263086415766,0.48230863922297906,GSE284044,0.45334263086415766,0.48230863922297906,3,True,0.7153507340157335,False
EIF4A1P2,0.45334263086415766,0.48230863922297906,GSE287860,0.2116178011045428,0.8455393403979673,2,True,0.7153507340157335,False
EIF4A1P2,0.45334263086415766,0.48230863922297906,GSE288000,0.07292668019636227,0.9334833783620639,2,True,0.7153507340157335,False
EIF4A1P4,0.1792123695437541,0.8811172653568208,GSE278320,1.3523017343211685,0.018513703994912513,2,True,0.9454466232257922,True
EIF4A1P4,0.1792123695437541,0.8811172653568208,GSE284044,0.1792123695437541,0.8811172653568208,3,True,0.9454466232257922,False
EIF4A1P4,0.1792123695437541,0.8811172653568208,GSE287860,-0.6332744997472876,0.7034818791647817,2,False,0.9454466232257922,False
EIF4A1P4,0.1792123695437541,0.8811172653568208,GSE288000,-0.25342261590081067,0.8846358753823876,2,False,0.9454466232257922,False
EIF4A1P7,-0.6995106113399094,0.3783612996330711,GSE278320,-0.4452623310632436,0.6399016481222195,1,True,0.6371709386181926,False
EIF4A1P7,-0.6995106113399094,0.3783612996330711,GSE284044,-0.6995106113399094,0.3783612996330711,2,True,0.6371709386181926,False
EIF4A1P7,-0.6995106113399094,0.3783612996330711,GSE287860,-1.2818819517698263,0.373504380934797,1,True,0.6371709386181926,False
EIF4A1P7,-0.6995106113399094,0.3783612996330711,GSE288000,-0.6995106113399094,0.3783612996330711,2,True,0.6371709386181926,False
EIF4A2,0.005021740514305243,0.9539078086216592,GSE278320,-0.07638114994364117,0.24965892286079672,3,False,0.9699062624350204,False
EIF4A2,0.005021740514305243,0.9539078086216592,GSE284044,0.01812129433363564,0.8648870607082784,3,True,0.9699062624350204,False
EIF4A2,0.005021740514305243,0.9539078086216592,GSE287860,0.08338879857342499,0.4708572407372982,3,True,0.9699062624350204,False
EIF4A2,0.005021740514305243,0.9539078086216592,GSE288000,0.04541420971366905,0.7490641675969036,3,True,0.9699062624350204,False
EIF4A3,0.0713961811987712,0.833050566776937,GSE278320,0.5940058581326675,0.0008198485650928781,3,True,0.9269253072364417,True
EIF4A3,0.0713961811987712,0.833050566776937,GSE284044,0.12039684043508857,0.7607148266593601,3,True,0.9269253072364417,False
EIF4A3,0.0713961811987712,0.833050566776937,GSE287860,-0.223903579267185,0.753879511951411,3,False,0.9269253072364417,False
EIF4A3,0.0713961811987712,0.833050566776937,GSE288000,-0.29241402133906785,0.6485192522111358,3,False,0.9269253072364417,False
EIF4B,-0.8402821145945343,0.0005948575294548487,GSE278320,-0.4980651561587152,4.2297041172908815e-19,3,True,0.012795541435202975,True
EIF4B,-0.8402821145945343,0.0005948575294548487,GSE284044,-0.9669212058043288,0.0008057514393891168,3,True,0.012795541435202975,True
EIF4B,-0.8402821145945343,0.0005948575294548487,GSE287860,-1.012235668384398,0.035680953598329276,3,True,0.012795541435202975,True
EIF4B,-0.8402821145945343,0.0005948575294548487,GSE288000,-0.9578530925349326,0.06078342366158825,3,True,0.012795541435202975,False
EIF4BP3,-0.509544349959934,0.042497031680295005,GSE278320,-0.3439491662437843,0.11781144724884117,2,True,0.17175883637452566,False
EIF4BP3,-0.509544349959934,0.042497031680295005,GSE284044,-0.509544349959934,0.042497031680295005,3,True,0.17175883637452566,True
EIF4BP3,-0.509544349959934,0.042497031680295005,GSE287860,-0.7484888801902037,0.13684386624058958,2,True,0.17175883637452566,False
EIF4BP3,-0.509544349959934,0.042497031680295005,GSE288000,-0.7401365328344378,0.14355198253133167,2,True,0.17175883637452566,False
EIF4BP6,-1.0139278206789222,0.020300185925670924,GSE278320,-0.6080762520720621,0.04109821928309349,2,True,0.10911659281480579,True
EIF4BP6,-1.0139278206789222,0.020300185925670924,GSE284044,-1.0139278206789222,0.020300185925670924,3,True,0.10911659281480579,True
EIF4BP6,-1.0139278206789222,0.020300185925670924,GSE287860,-1.5075830550102318,0.019620041955540877,2,True,0.10911659281480579,True
EIF4BP6,-1.0139278206789222,0.020300185925670924,GSE288000,-1.2233565571446028,0.20046755477584577,2,True,0.10911659281480579,False
EIF4BP7,-0.7948841979900255,0.22651755921272487,GSE278320,-0.15230834366715515,0.5384413358240762,2,True,0.4935940794846648,False
EIF4BP7,-0.7948841979900255,0.22651755921272487,GSE284044,-0.7948841979900255,0.22651755921272487,3,True,0.4935940794846648,False
EIF4BP7,-0.7948841979900255,0.22651755921272487,GSE287860,-1.226598259430916,0.31219508207723323,2,True,0.4935940794846648,False
EIF4BP7,-0.7948841979900255,0.22651755921272487,GSE288000,-1.2333260918897158,0.2798971370913381,2,True,0.4935940794846648,False
EIF4E,0.7225266145262644,0.036027617712018366,GSE278320,1.0090551681437954,0.0006244369353007741,3,True,0.15485503514664364,True
EIF4E,0.7225266145262644,0.036027617712018366,GSE284044,0.902240001333589,0.01784582681463636,3,True,0.15485503514664364,True
EIF4E,0.7225266145262644,0.036027617712018366,GSE287860,0.5641464829138492,0.3596785342719939,3,True,0.15485503514664364,False
EIF4E,0.7225266145262644,0.036027617712018366,GSE288000,0.4087683464519779,0.35691160506277464,3,True,0.15485503514664364,False
EIF4E2,0.3519519508017112,0.05193021522752631,GSE278320,0.505238482548527,0.002234525967873703,3,True,0.19524150686318031,True
EIF4E2,0.3519519508017112,0.05193021522752631,GSE284044,0.48414487155452957,0.004058824114144922,3,True,0.19524150686318031,True
EIF4E2,0.3519519508017112,0.05193021522752631,GSE287860,0.1475887621845027,0.7049011001773469,3,True,0.19524150686318031,False
EIF4E2,0.3519519508017112,0.05193021522752631,GSE288000,0.09517305523345593,0.7614612715424582,3,True,0.19524150686318031,False
EIF4E3,-0.5836319266862955,0.0050376196964298904,GSE278320,-0.4204070198127014,0.12162005076294885,3,True,0.04986215413813259,False
EIF4E3,-0.5836319266862955,0.0050376196964298904,GSE284044,-0.6392587693364161,0.0025267511828651295,3,True,0.04986215413813259,True
EIF4E3,-0.5836319266862955,0.0050376196964298904,GSE287860,-0.42108511642265384,0.2612067352541839,3,True,0.04986215413813259,False
EIF4E3,-0.5836319266862955,0.0050376196964298904,GSE288000,-0.7332843777552381,1.499798509798555e-06,3,True,0.04986215413813259,True
EIF4EBP1,-0.21544693111747612,0.669864806694241,GSE278320,0.697981426266627,0.01619825037295876,3,False,0.8351784864953904,True
EIF4EBP1,-0.21544693111747612,0.669864806694241,GSE284044,-0.35367090293849907,0.5753599595699979,3,True,0.8351784864953904,False
EIF4EBP1,-0.21544693111747612,0.669864806694241,GSE287860,-0.9735971773951649,0.2705207440636378,3,True,0.8351784864953904,False
EIF4EBP1,-0.21544693111747612,0.669864806694241,GSE288000,-0.8563967615055378,0.3467275922371067,3,True,0.8351784864953904,False
EIF4EBP2,-0.15623123847734935,0.08560813054652543,GSE278320,-0.1907098530475071,0.044778650791705205,3,True,0.2661534827888771,True
EIF4EBP2,-0.15623123847734935,0.08560813054652543,GSE284044,-0.11328096560479729,0.36902243055313644,3,True,0.2661534827888771,False
EIF4EBP2,-0.15623123847734935,0.08560813054652543,GSE287860,-0.07368301275695525,0.43457451560114824,3,True,0.2661534827888771,False
EIF4EBP2,-0.15623123847734935,0.08560813054652543,GSE288000,-0.23763243499924747,0.0029725567815054236,3,True,0.2661534827888771,True
EIF4EBP3,0.1661099074695425,0.6112415632837258,GSE278320,0.1661099074695425,0.6112415632837258,2,True,0.7947779040016275,False
EIF4EBP3,0.1661099074695425,0.6112415632837258,GSE284044,0.1661099074695425,0.6112415632837258,2,True,0.7947779040016275,False
EIF4EBP3,0.1661099074695425,0.6112415632837258,GSE287860,0.0605636818142261,0.9013236836094289,1,True,0.7947779040016275,False
EIF4EBP3,0.1661099074695425,0.6112415632837258,GSE288000,0.2516327937548652,0.56712241632052,1,True,0.7947779040016275,False
EIF4ENIF1,0.5318611232001087,0.00019963429223705627,GSE278320,0.5314673309923157,0.004842705159926347,3,True,0.0069159022667837355,True
EIF4ENIF1,0.5318611232001087,0.00019963429223705627,GSE284044,0.6650883232559249,1.0867501217522192e-16,3,True,0.0069159022667837355,True
EIF4ENIF1,0.5318611232001087,0.00019963429223705627,GSE287860,0.4422368450392655,0.07188053550185733,3,True,0.0069159022667837355,False
EIF4ENIF1,0.5318611232001087,0.00019963429223705627,GSE288000,0.40566601957019116,0.0320439911373918,3,True,0.0069159022667837355,True
EIF4EP2,0.4564988682922525,0.4966592517724725,GSE278320,1.0503915905062078,0.018062545558060764,2,True,0.7277333447421425,True
EIF4EP2,0.4564988682922525,0.4966592517724725,GSE284044,0.4564988682922525,0.4966592517724725,3,True,0.7277333447421425,False
EIF4EP2,0.4564988682922525,0.4966592517724725,GSE287860,-0.20172007477462092,0.8453150989110748,2,False,0.7277333447421425,False
EIF4EP2,0.4564988682922525,0.4966592517724725,GSE288000,0.10246081875240115,0.934923744816353,2,True,0.7277333447421425,False
EIF4G1,0.7339553947892384,0.013447862664022567,GSE278320,1.0690687912573198,2.0644333003801157e-05,3,True,0.08595205275786298,True
EIF4G1,0.7339553947892384,0.013447862664022567,GSE284044,0.8998241576695944,0.004159428473212397,3,True,0.08595205275786298,True
EIF4G1,0.7339553947892384,0.013447862664022567,GSE287860,0.48276849923685056,0.4711719683023461,3,True,0.08595205275786298,False
EIF4G1,0.7339553947892384,0.013447862664022567,GSE288000,0.35215335898190503,0.4902723165680998,3,True,0.08595205275786298,False
EIF4G2,0.7066117934363378,0.015892278406381577,GSE278320,1.0536278196461901,1.0906017777229248e-06,3,True,0.09515746947030944,True
EIF4G2,0.7066117934363378,0.015892278406381577,GSE284044,0.8095241511970902,0.013748963596753117,3,True,0.09515746947030944,True
EIF4G2,0.7066117934363378,0.015892278406381577,GSE287860,0.5447631169314351,0.3681445106635416,3,True,0.09515746947030944,False
EIF4G2,0.7066117934363378,0.015892278406381577,GSE288000,0.4096897144076739,0.3675880420711295,3,True,0.09515746947030944,False
EIF4G3,0.06010546461993483,0.7599138400956822,GSE278320,0.03434388266444884,0.9081091594644377,3,True,0.8884036673674964,False
EIF4G3,0.06010546461993483,0.7599138400956822,GSE284044,0.05942593034822641,0.8004405023422542,3,True,0.8884036673674964,False
EIF4G3,0.06010546461993483,0.7599138400956822,GSE287860,-0.0851244237901588,0.6468229663231193,3,False,0.8884036673674964,False
EIF4G3,0.06010546461993483,0.7599138400956822,GSE288000,0.247538103771339,0.05170898180332709,3,True,0.8884036673674964,False
EIF4H,0.10727238085406289,0.702971788931654,GSE278320,0.4494744229147395,0.058205650890128545,3,True,0.8544895178743163,False
EIF4H,0.10727238085406289,0.702971788931654,GSE284044,0.19380803398140553,0.549561839310172,3,True,0.8544895178743163,False
EIF4H,0.10727238085406289,0.702971788931654,GSE287860,-0.12368741471939078,0.8130021804262144,3,False,0.8544895178743163,False
EIF4H,0.10727238085406289,0.702971788931654,GSE288000,-0.2122638692195744,0.597504288551554,3,False,0.8544895178743163,False
EIF4HP1,0.18849985841182348,0.7338080396225801,GSE278320,0.6515832998518812,0.03672917943680363,2,True,0.88093291885384,True
EIF4HP1,0.18849985841182348,0.7338080396225801,GSE284044,0.18849985841182348,0.7338080396225801,3,True,0.88093291885384,False
EIF4HP1,0.18849985841182348,0.7338080396225801,GSE287860,0.014018193547029644,0.9895670222793739,2,True,0.88093291885384,False
EIF4HP1,0.18849985841182348,0.7338080396225801,GSE288000,-0.2554080899610392,0.7330758537384205,2,False,0.88093291885384,False
EIF5,0.7871021168853152,0.002706782525647215,GSE278320,0.6270259026126452,0.0253083109101816,3,True,0.03201925670582681,True
EIF5,0.7871021168853152,0.002706782525647215,GSE284044,0.9411628049582933,0.004105766115454885,3,True,0.03201925670582681,True
EIF5,0.7871021168853152,0.002706782525647215,GSE287860,0.947883900582698,0.0018737325981186984,3,True,0.03201925670582681,True
EIF5,0.7871021168853152,0.002706782525647215,GSE288000,0.6376414700199069,0.018675754829045887,3,True,0.03201925670582681,True
EIF5A,0.33802997972661786,0.5621331758453371,GSE278320,1.0999691317106448,0.014623678821507143,3,True,0.7849931986149186,True
EIF5A,0.33802997972661786,0.5621331758453371,GSE284044,0.5023106743834689,0.45888149334331707,3,True,0.7849931986149186,False
EIF5A,0.33802997972661786,0.5621331758453371,GSE287860,-0.05303341657690111,0.9637589715355412,3,False,0.7849931986149186,False
EIF5A,0.33802997972661786,0.5621331758453371,GSE288000,-0.2831409041754551,0.7604302923198561,3,False,0.7849931986149186,False
EIF5A2,1.2958054064350246,8.51894458663484e-05,GSE278320,1.1976990575653164,0.011272286848564225,3,True,0.0037560801131980887,True
EIF5A2,1.2958054064350246,8.51894458663484e-05,GSE284044,1.6082244298694093,6.703261655766791e-11,3,True,0.0037560801131980887,True
EIF5A2,1.2958054064350246,8.51894458663484e-05,GSE287860,1.208719745837102,0.004581816426504862,3,True,0.0037560801131980887,True
EIF5A2,1.2958054064350246,8.51894458663484e-05,GSE288000,1.2123074452355564,0.0015687968042129678,3,True,0.0037560801131980887,True
EIF5AL1,0.2025208530260547,0.8590366981935205,GSE278320,1.6671852786979704,0.0015677306036410866,2,True,0.9320644264515826,True
EIF5AL1,0.2025208530260547,0.8590366981935205,GSE284044,0.2025208530260547,0.8590366981935205,3,True,0.9320644264515826,False
EIF5AL1,0.2025208530260547,0.8590366981935205,GSE287860,-0.444484142772856,0.8706449801255883,2,False,0.9320644264515826,False
EIF5AL1,0.2025208530260547,0.8590366981935205,GSE288000,-0.9524478749127273,0.6650146399452106,2,False,0.9320644264515826,False
EIF5AP4,0.4411107328065786,0.6552337471321801,GSE278320,1.2394042077625003,0.009410566798236928,2,True,0.8254243308028761,True
EIF5AP4,0.4411107328065786,0.6552337471321801,GSE284044,0.4411107328065786,0.6552337471321801,3,True,0.8254243308028761,False
EIF5AP4,0.4411107328065786,0.6552337471321801,GSE287860,0.18609409350159575,0.9147119328163091,2,True,0.8254243308028761,False
EIF5AP4,0.4411107328065786,0.6552337471321801,GSE288000,-0.20879364670829031,0.8664691908602923,2,False,0.8254243308028761,False
EIF5B,0.5333413938033774,0.16735818817988102,GSE278320,0.9562321144742864,1.1061737539480211e-05,3,True,0.41202396582356493,True
EIF5B,0.5333413938033774,0.16735818817988102,GSE284044,0.5210326336529826,0.262692686484553,3,True,0.41202396582356493,False
EIF5B,0.5333413938033774,0.16735818817988102,GSE287860,0.4291543665251715,0.5419672085761515,3,True,0.41202396582356493,False
EIF5B,0.5333413938033774,0.16735818817988102,GSE288000,0.2510296591256583,0.6331432293124536,3,True,0.41202396582356493,False
EIF6,0.25122434713117264,0.5367412535037628,GSE278320,0.8329926007041171,0.0007465552132634424,3,True,0.7656456116156616,True
EIF6,0.25122434713117264,0.5367412535037628,GSE284044,0.29784303023754133,0.5418466394252623,3,True,0.7656456116156616,False
EIF6,0.25122434713117264,0.5367412535037628,GSE287860,-0.0535211735782631,0.9471476808916426,3,False,0.7656456116156616,False
EIF6,0.25122434713117264,0.5367412535037628,GSE288000,-0.16426247548886347,0.8113322521364855,3,False,0.7656456116156616,False
RPL10,-0.5060943583330317,0.00207750316236488,GSE278320,-0.33293348973903414,4.8737762760986536e-09,3,True,0.026515500888078074,True
RPL10,-0.5060943583330317,0.00207750316236488,GSE284044,-0.6522949640726025,0.006695964077423914,3,True,0.026515500888078074,True
RPL10,-0.5060943583330317,0.00207750316236488,GSE287860,-0.7521517887602437,0.010485956722099912,3,True,0.026515500888078074,True
RPL10,-0.5060943583330317,0.00207750316236488,GSE288000,-0.6655327376631057,0.015431723197552568,3,True,0.026515500888078074,True
RPL10A,-0.26524269064567424,0.1973302753328443,GSE278320,-0.018420888290017104,0.7613559601044101,3,True,0.460479290829905,False
RPL10A,-0.26524269064567424,0.1973302753328443,GSE284044,-0.38203222081466737,0.134259340284771,3,True,0.460479290829905,False
RPL10A,-0.26524269064567424,0.1973302753328443,GSE287860,-0.4211256921494217,0.3071400220777689,3,True,0.460479290829905,False
RPL10A,-0.26524269064567424,0.1973302753328443,GSE288000,-0.437766206188378,0.2544068251266586,3,True,0.460479290829905,False
RPL10AP2,-0.19649085236733005,0.6973336333086819,GSE278320,0.2946338531168982,0.6251284577603162,2,False,0.851906327845619,False
RPL10AP2,-0.19649085236733005,0.6973336333086819,GSE284044,-0.19649085236733005,0.6973336333086819,3,True,0.851906327845619,False
RPL10AP2,-0.19649085236733005,0.6973336333086819,GSE287860,-0.33507105204556975,0.736676219681367,2,True,0.851906327845619,False
RPL10AP2,-0.19649085236733005,0.6973336333086819,GSE288000,-0.37709298428203436,0.5156351457871008,2,True,0.851906327845619,False
RPL10AP6,-0.4757288679822635,0.3059126774247326,GSE278320,-0.022838929874713212,0.9072145010813396,2,True,0.5958540102449611,False
RPL10AP6,-0.4757288679822635,0.3059126774247326,GSE284044,-0.4757288679822635,0.3059126774247326,3,True,0.5958540102449611,False
RPL10AP6,-0.4757288679822635,0.3059126774247326,GSE287860,-0.8110977106602584,0.314456001915132,2,True,0.5958540102449611,False
RPL10AP6,-0.4757288679822635,0.3059126774247326,GSE288000,-0.7519799245357299,0.34875860994662233,2,True,0.5958540102449611,False
RPL10P1,-0.5816039514843989,0.6648709605379304,GSE278320,-0.1328750519120188,0.9433643180776307,1,True,0.8310887006724129,False
RPL10P1,-0.5816039514843989,0.6648709605379304,GSE284044,-0.5816039514843989,0.6648709605379304,2,True,0.8310887006724129,False
RPL10P1,-0.5816039514843989,0.6648709605379304,GSE287860,-1.058583472728437,0.5830343093522362,1,True,0.8310887006724129,False
RPL10P1,-0.5816039514843989,0.6648709605379304,GSE288000,-0.5816039514843989,0.6648709605379304,2,True,0.8310887006724129,False
RPL10P12,-0.383037748602269,0.6029934451441501,GSE278320,-0.2520036289191009,0.752101090287457,1,True,0.7947779040016275,False
RPL10P12,-0.383037748602269,0.6029934451441501,GSE284044,-0.383037748602269,0.6029934451441501,2,True,0.7947779040016275,False
RPL10P12,-0.383037748602269,0.6029934451441501,GSE287860,-1.138218935402021,0.5523220505782391,1,True,0.7947779040016275,False
RPL10P12,-0.383037748602269,0.6029934451441501,GSE288000,-0.383037748602269,0.6029934451441501,2,True,0.7947779040016275,False
RPL10P16,-0.49525728604968855,0.0005715878666098421,GSE278320,-0.47249823794889817,0.001175061183389542,2,True,0.012795541435202975,True
RPL10P16,-0.49525728604968855,0.0005715878666098421,GSE284044,-0.49525728604968855,0.0005715878666098421,3,True,0.012795541435202975,True
RPL10P16,-0.49525728604968855,0.0005715878666098421,GSE287860,-0.5438917902001269,0.019714478792172137,2,True,0.012795541435202975,True
RPL10P16,-0.49525728604968855,0.0005715878666098421,GSE288000,-0.5010071138534747,0.00512332491981054,2,True,0.012795541435202975,True
RPL10P3,-0.3988681829493253,0.5736471184647023,GSE278320,-0.3867968965711718,0.6635778187762278,1,True,0.7849931986149186,False
RPL10P3,-0.3988681829493253,0.5736471184647023,GSE284044,-0.3988681829493253,0.5736471184647023,2,True,0.7849931986149186,False
RPL10P3,-0.3988681829493253,0.5736471184647023,GSE287860,-0.4199113023704955,0.7206014602481507,1,True,0.7849931986149186,False
RPL10P3,-0.3988681829493253,0.5736471184647023,GSE288000,-0.3988681829493253,0.5736471184647023,2,True,0.7849931986149186,False
RPL10P6,-0.6410628414746529,0.4547382923631841,GSE278320,-0.1127184922152636,0.7295924591104264,1,True,0.7061261752064191,False
