gene_symbol,k_studies,pooled_log2FoldChange,pooled_SE,tau2,Q,I2,z,p,n_up,n_down,direction_concordance,log2fc_GSE278320,padj_GSE278320,log2fc_GSE284044,padj_GSE284044,meta_FDR,is_translation_factor
RPS2,2,-1.0360686408159718,0.8236626454254323,1.2261983895104662,9.795878224107543,89.79162483319757,-1.257879845067915,0.2084352137824904,0,2,1.0,-1.9285841757717943,0.0004064203997536,-0.275947245839019,0.894299995836389,0.5516841716836399,True
RPL10,2,-1.3272186037326452,1.0581050322129262,2.0935629539648493,14.640048969177359,93.16942175463097,-1.254335404640212,0.20972012042814192,0,2,1.0,-2.4499401794467626,2.4227543679100055e-05,-0.33001120751582896,0.513976225445817,0.5524876249801002,True
RPL29,2,-0.7967943818891404,0.6372432374699308,0.683253581476412,5.749335031325545,82.60668417214427,-1.2503771480615173,0.21116180831004616,0,2,1.0,-1.5263625766796216,0.0065126535130157,-0.240192618543663,0.999899862550801,0.5527082281933507,True
RPL4,2,-1.049694878565315,0.8435300765314513,1.2815735040339051,10.056156087852896,90.05584249822924,-1.244407173816021,0.21334974398438156,0,2,1.0,-1.8923327544684423,2.718581734185079e-06,-0.205271656726949,0.999899862550801,0.5540093206095942,True
RPL31,2,-0.7943573781716265,0.6389533223129084,0.6967301489791194,6.726474579014375,85.13337130389439,-1.2432166019517366,0.2137880264943326,0,2,1.0,-1.4646685480070374,0.0008718722204491,-0.18529495094853804,0.999899862550801,0.5542160142973376,True
RPL11,2,-0.8726440229098862,0.7038013165374881,0.8590736108934771,7.339298822431913,86.3747201988344,-1.2399010948190015,0.21501197890298396,0,2,1.0,-1.6220877706998853,0.0008897880377771,-0.21170543396231503,0.999899862550801,0.5546227580270279,True
RPL22L1,2,-0.7796300491625915,0.6299715859510965,0.7113500971386298,9.368679510370129,89.3261371691378,-1.2375638307330146,0.21587783267699823,0,2,1.0,-1.4468575996050528,0.0002480324200372,-0.184834167543846,0.999899862550801,0.5546423013231273,True
RPS25,2,-1.0413424286759887,0.8503541948039487,1.2400403113312113,7.007037778669632,85.72863410207185,-1.2245984497272608,0.2207265523118752,0,2,1.0,-1.880219891939944,6.248995778556065e-05,-0.179354488497954,0.999899862550801,0.5577147103612997,True
RPL28,2,-1.3052820315540503,1.0734284910667813,2.199111891842585,21.523521851536593,95.35392020461275,-1.2159934661850191,0.2239874109968093,0,2,1.0,-2.4088305404373793,5.144703489881536e-08,-0.261151468956619,0.999899862550801,0.5589995881606887,True
RPS26,2,-1.1223283636450871,0.9258091496507077,1.6123573049292452,16.50880057357684,93.9426247500951,-1.212267521949338,0.22540999195653355,0,2,1.0,-2.0809172675959964,1.7932918239690503e-06,-0.228178037009488,0.999899862550801,0.559775519419003,True
RPL13,2,-0.8659813234020314,0.7176499528112318,0.8591943093562987,5.963462859892116,83.23121945261698,-1.206690420600942,0.22755138961230437,0,2,1.0,-1.6179962634549554,0.0017801466233027,-0.181125973674913,0.999899862550801,0.559775519419003,True
RPL34,2,-1.0227496463380228,0.8480138807522619,1.3546983766939924,17.19608298656833,94.18472217899222,-1.2060529544997012,0.22779707294270712,0,2,1.0,-1.8773797993492105,1.1242666650342816e-08,-0.181300816789064,0.999899862550801,0.559775519419003,True
RPL21,2,-0.6481933483745058,0.5400696820974173,0.4642320464668893,4.842122523583821,79.34789970453153,-1.2002031772218333,0.23006044169626683,0,2,1.0,-1.2182808739483844,0.0048577448742671,-0.136560926270215,0.999899862550801,0.5602610997942976,True
RPS14,2,-0.8205333924425571,0.691204952797161,0.8290331926927996,7.485852215742852,86.64146751525517,-1.1871057768351212,0.2351858999949209,0,2,1.0,-1.5379706094250634,0.0005082235277387,-0.154601551353004,0.999899862550801,0.5635722437146056,True
RPL7A,2,-1.530969312971747,1.301057481956195,3.2605669709372274,26.500309330968214,96.22645914237914,-1.1767115090640496,0.23931067260026484,0,2,1.0,-2.8708626321729707,1.751832353564457e-08,-0.267622039650519,0.894299995836389,0.5652570395161993,True
EIF4H,2,-0.6594267445494084,0.5679252898084963,0.5774739669187734,9.09952704451599,89.01041784800596,-1.1611153022816896,0.24559501254025506,0,2,1.0,-1.271945929930445,0.0008246471857836,-0.132848732787346,0.999899862550801,0.5687630175792532,True
EIF4A3,2,-0.8091560946962091,0.7005046171275335,0.8571975226277538,7.893140847791495,87.33077213135249,-1.15510458448398,0.24804760108540058,0,2,1.0,-1.5180539407605902,0.0001601946077792,-0.116945332114167,0.999899862550801,0.5691222968600196,True
RPS8,2,-1.001012348660125,0.8696729485676931,1.3865608795868392,11.752512197649567,91.49118092215217,-1.1510215999114854,0.24972334947094255,0,2,1.0,-1.9092607974445437,6.888834328745334e-05,-0.168276505859971,0.999899862550801,0.569834407738842,True
DDX20,2,0.6379049998683753,0.5568264087324297,0.5778798794022971,14.682001934238114,93.18893973397442,1.1456083796753003,0.25195722846148183,2,0,1.0,1.193139822971212,2.8587534842124836e-08,0.0794824432117864,0.999899862550801,0.5700297182870666,True
RPL23,2,-1.1287987506280808,0.987373900914901,1.8274727252506011,15.643131904311218,93.60741821959321,-1.143233327903579,0.2529417282563349,0,2,1.0,-2.151858986420453,6.14523781818659e-06,-0.175866375680645,0.999899862550801,0.5700297182870666,True
