gene_symbol,k_studies,pooled_log2FoldChange,pooled_SE,tau2,Q,I2,z,p,n_up,n_down,direction_concordance,log2fc_GSE278320,padj_GSE278320,log2fc_GSE284044,padj_GSE284044,log2fc_GSE287860,padj_GSE287860,log2fc_GSE288000,padj_GSE288000,meta_FDR,is_translation_factor
EIF5A2,4,1.2958054064350246,0.3297792564234803,0.22131365437328432,6.4293415644906835,53.3389232799665,3.929311444535003,8.51894458663484e-05,4,0,1.0,1.555477623977144,1.1092476331533515e-06,0.494337645608726,0.999899862550801,1.6606656420169126,0.0053243127241269,1.8613134736570096,0.0369130743889856,0.0010273613775739518,True
EIF2S1,4,0.8957123395038716,0.22941681765393296,0.16858658981304214,21.753022060546183,86.20881277254277,3.9043011260622644,9.449806172991349e-05,4,0,1.0,0.1731592839494001,0.6481446507346013,0.634920477720685,0.566963469901214,1.0367360017678515,1.619818328602376e-28,1.480896268478712,5.049104891076468e-27,0.001122385251544834,True
EIF3F,4,-0.49534859636502027,0.13129339453049133,0.03711881700080455,8.136763604787607,63.13030406542936,-3.772837149472752,0.00016140164333256532,0,4,1.0,-1.2930986121678836,0.0012066318716176,-0.0941639329715995,0.999899862550801,-0.40144485338928154,1.8532739106462195e-08,-0.5462034721560453,1.8658024318293113e-05,0.0017788126029576515,True
EIF4ENIF1,4,0.5318611232001087,0.14299345420235401,0.05475052993970092,10.338285125125646,70.981647694075,3.7194788122780587,0.00019963429223705627,3,1,0.75,0.4746335764623669,0.0221926996807789,-0.0933687631285716,0.999899862550801,0.6437076988292919,2.180003852180066e-12,0.8246382305227715,2.0410319237929667e-08,0.0021370384911699276,True
DDX42,4,0.23439828417892264,0.06380622663086867,0.0019306725752800164,3.2852451278831403,8.682613223048564,3.6735957688731844,0.00023916098137590584,3,1,0.75,-0.0865612851772568,0.8060369897706516,0.00035132251202979996,0.999899862550801,0.23633565925898006,0.0010866009686646,0.355334725604322,0.0086760838000624,0.0024899214943719544,True
RPL31,4,-0.5245339866196684,0.14358474884685826,0.045635946211685714,8.635262076803016,65.25872668000514,-3.653131623185937,0.00025906134919469404,0,4,1.0,-1.4646685480070374,0.0008718722204491,-0.18529495094853804,0.999899862550801,-0.3912463230613037,9.113414382114707e-06,-0.5623333668063693,8.621859429221084e-06,0.002668077320742172,True
DDX19A,3,0.49738589936221356,0.13821085497415697,0.027207282575204474,3.7293304176428634,46.37106997711114,3.598746997514892,0.00031975407289994547,3,0,1.0,0.4582713789307978,0.1266801521143694,,,0.3487895722833417,0.0028072759166516,0.7724592829440922,0.0002189229587115,0.0032017595043015924,True
EIF1AD,4,0.8435337098054513,0.23847981854392003,0.17130803358220276,20.343652375737584,85.25338545610481,3.537128277586728,0.00040450314899430904,4,0,1.0,1.774602850976282,3.732753473093515e-09,0.0286629101066995,0.999899862550801,0.5694367251968758,5.829412568152022e-10,0.8568089002389547,3.6707131652374202e-09,0.0038961530880594086,True
RPS27,4,-0.7854233946523447,0.2230678673183789,0.15130195535286442,22.964504076443667,86.93636061108188,-3.5210064277493203,0.0004299121952857504,0,4,1.0,-1.3077240503458296,0.0087212412701394,-0.538609046948866,0.511972609876797,-0.4463984932376083,4.0750054838989736e-08,-1.0960655713126202,1.669933585104271e-18,0.0040907641617138266,True
DDX24,4,0.7211741610431475,0.20600012291434314,0.1202189247614388,18.771055687020525,84.01794736523857,3.5008433531033316,0.000463788369208632,3,1,0.75,1.4303855066646942,1.5705141278703547e-07,-0.0088314222187339,0.999899862550801,0.44444347721378935,2.5578950316300752e-09,0.7742864885398312,1.2656378862599716e-09,0.004351030783424033,True
