gene_symbol,n_contexts,mean_log2fc,direction_consistency,n_positive_contexts,n_negative_contexts,pooled_log2fc_meta,meta_FDR,meta_k_studies,log2fc_GSE185520_D9muD10mu_18hr,log2fc_GSE185520_WT_18hr,log2fc_GSE185520_WT_6hr,log2fc_GSE278320_VacV,log2fc_GSE284044_6hpi,log2fc_GSE287860_M003,log2fc_GSE288000_NTC,meta_sig,evidence_score
RPS16,7,-0.7411286616908158,1.0,0,7,-0.3118119144943141,0.0207733119230205,4,-1.1867247191746824,-2.356454942107753,-0.021887688167446,-0.7987353964116787,-0.202077612117243,-0.183805460693195,-0.4382148131637129,True,10.655905957247157
RPS6,7,-0.754098798283464,1.0,0,7,-0.2885258976743778,0.0469624767913523,4,-0.7269444809965429,-2.635959180917392,-0.16360799288493638,-1.132295559347832,-0.168400969932308,-0.1899524388266999,-0.2615309650785369,True,10.64426294883719
RPS18,7,-0.7757452021861546,1.0,0,7,-0.2763501776335215,0.0398090080692118,4,-0.902087465085945,-2.4026686392938,-0.12291563485401104,-1.094319131525381,-0.482204715406364,-0.1760823063440678,-0.2499385227935137,True,10.63817508881676
RPL28,7,-1.2688588698499736,0.8571428571428571,1,6,-0.7377388372322599,0.0344239342903917,4,-2.2659144290134607,-3.1294224503192396,0.06435163117476629,-2.4088305404373793,-0.261151468956619,-0.2830703496136189,-0.597974481784265,True,10.440297990044701
EIF4E3,7,-2.5205435542781984,0.8571428571428571,1,6,-0.5836319266862955,0.0307468030778495,4,-11.914683494995659,-3.154298500861504,-0.9948857017767302,-0.9941325690522308,0.220271822843443,-0.7148249967407868,-0.0912514393639226,True,10.363244534771718
DDX55,7,0.2655479736698871,0.8571428571428571,6,1,0.578179790645686,1.2994886280596205e-12,4,0.8758837087408744,-1.617770968686534,0.2058114264828443,0.7887067446153465,0.424958364337623,0.5081331661666331,0.6731133740324224,True,10.360518466751413
EIF2B5,7,-0.017603605275141296,0.8571428571428571,6,1,0.5169795464932119,8.656391611664414e-13,4,0.011989594938157806,-2.2683972137813297,0.1502138928292951,0.6171419322872697,0.244864310157556,0.4533273532546064,0.6676348933884555,True,10.329918344675177
DHX36,7,-0.06460349754589863,0.8571428571428571,6,1,0.4236456159140077,7.241904921354015e-09,4,0.38293223547194966,-2.3904453569382436,0.0861204668697961,0.1743752487869281,0.287010511881374,0.4379071884346543,0.5698752226722509,True,10.283251379385575
DDX11-AS1,6,0.5140032403298413,0.8333333333333334,5,1,1.2533204790502206,0.009481140501812,3,0.1424956358800456,0.011518046954980399,0.6475009910315289,1.4520388946105485,,0.9875256361934388,-0.1570597626914937,True,10.12666023952511
EIF2S1,7,0.0734470710065752,0.7142857142857143,5,2,0.8957123395038716,0.0011223852515448,4,0.04435986893519367,-2.7936196019560917,-0.06232280184972386,0.1731592839494001,0.634920477720685,1.0367360017678515,1.480896268478712,True,10.090713312609077
EIF5,7,0.16519596974043865,0.7142857142857143,5,2,0.7871021168853152,0.0186128001816865,4,0.7329185508070353,-2.763147348633178,-0.07729238446132583,1.4226433594061156,0.305938167826428,0.3925056974382421,1.1428057457997534,True,10.0364082012998
DDX5,7,0.15425833139561965,0.7142857142857143,5,2,0.7756969937000852,0.0160969888077482,4,-0.14428361957711963,-2.1830332715933216,0.007039597682817788,2.0883950759151233,0.514860779886955,0.4670073197346874,0.3298224377201953,True,10.030705639707184
DHX15,7,0.006150986001141183,0.7142857142857143,5,2,0.7463721929341723,3.559513728282982e-19,4,0.09923743261794406,-2.7651238307757833,-0.009828512727869566,0.7642139391541203,0.324852873644895,0.7043737216176243,0.9253312784770574,True,10.016043239324228
DDX31,7,0.04828458015723512,0.7142857142857143,5,2,0.5449714264101101,0.0061491388346807,4,-0.11588244458600548,-1.840664361608673,0.14118739722407897,0.0570043977323151,0.663446903376651,0.5462387146052312,0.886661454357048,True,9.915342856062198
RPS6KA3,7,0.057580295996327094,0.7142857142857143,5,2,0.4690579409660592,0.0493408387110214,4,-0.03249974521356985,-1.7051635393555835,0.07172589477477902,0.9940020750592174,0.3609324032927,0.6241287073184127,0.0899362760983338,True,9.877386113340172
DHX30,7,-0.06266352504093683,0.7142857142857143,5,2,0.4252258493685058,0.0467201321765984,4,0.26324836615174757,-2.1424041149383095,-0.01241882452707482,0.0536306445737988,0.0596314924103976,0.5185396114266061,0.8211281496162766,True,9.855470067541395
DHX38,7,-0.21610657194187347,0.7142857142857143,5,2,0.3788811427779368,0.0054356114976236,4,0.02477400024907286,-2.5050759999038212,0.17883538639068408,0.0805547189859051,-0.27814834262924,0.4558908704174739,0.5304233628968107,True,9.83229771424611
EIF1AD,7,-0.23446148464138727,0.5714285714285714,4,3,0.8435337098054513,0.0038961530880594,4,-2.0171420548085273,-2.3902902741684837,-0.463309450031512,1.774602850976282,0.0286629101066995,0.5694367251968758,0.8568089002389547,True,9.636052569188442
RPL17,7,-0.14682568976006907,0.5714285714285714,3,4,0.8152802052688791,0.038220366736014,4,-1.6873779209227182,-2.5959660068557042,-0.10345322478633888,1.9611105712888413,-0.20030064308002,0.6650654246186262,0.9331419714168302,True,9.621925816920156
DDX56,7,-0.08720924375837592,0.5714285714285714,4,3,0.7332700226776628,1.1571927488623988e-06,4,-0.5474477957908331,-2.6585409199814567,-0.05211725904595772,0.5355141318440979,0.338393792565534,0.7199829580114668,1.0537503860885171,True,9.580920725624546
DDX24,7,-0.14445113672973284,0.5714285714285714,3,4,0.7211741610431475,0.004351030783424,4,-0.9027412416066517,-2.5327970856356274,-0.21590368006543137,1.4303855066646942,-0.0088314222187339,0.4444434772137894,0.7742864885398312,True,9.57487279480729
DDX39A,7,-0.28298077389391685,0.5714285714285714,4,3,0.6484964286399547,0.000248045414329,4,-0.9020687594445883,-2.9979811542710233,-0.11156801961616604,0.1558140913912757,0.155294321219057,0.7910800922135749,0.9285640112504514,True,9.538533928605693
DDX20,7,-0.20644540359159208,0.5714285714285714,4,3,0.598950519580907,0.012978636782867,4,-0.8492734976449722,-2.8577155943466006,-0.15384884700104653,1.193139822971212,0.0794824432117864,0.4349528146603659,0.7081450330081106,True,9.513760974076169
