gene_symbol,n_contexts,mean_log2fc,direction_consistency,n_positive_contexts,n_negative_contexts,pooled_log2fc_meta,meta_FDR,meta_k_studies,log2fc_GSE185520_D9muD10mu_18hr,log2fc_GSE185520_WT_18hr,log2fc_GSE185520_WT_6hr,log2fc_GSE278320_VacV,log2fc_GSE284044_6hpi,log2fc_GSE287860_M003,log2fc_GSE288000_NTC,meta_sig,evidence_score
RPL19,7,-1.109473484622354,1.0,0,7,-0.5195489157393287,0.0457746401397783,4,-1.7345867739098393,-2.873826799855592,-0.25134087439474706,-1.969920552251659,-0.436817392078315,-0.2684741626638727,-0.2313478372024528,True,10.759774457869664
RPL13A,7,-0.8449736353658152,1.0,0,7,-0.5153588618947951,0.0259957653793048,4,-0.8598208094123521,-1.9155441193903098,-0.20448260450753208,-1.856025140073757,-0.278012544894735,-0.2633183074820366,-0.5376119217999834,True,10.757679430947398
RPL10,7,-1.194685501366478,1.0,0,7,-0.5060943583330317,0.0150803981202139,4,-2.0445644025691494,-2.6602970340372734,-0.15700877575330863,-2.4499401794467626,-0.330011207515829,-0.2924112971708279,-0.4285656130721941,True,10.753047179166515
EIF3F,7,-0.9421449531989328,1.0,0,7,-0.4953485963650202,0.0017788126029576,4,-1.3977703608194187,-2.725997898636471,-0.13633554225182942,-1.2930986121678836,-0.0941639329715995,-0.4014448533892815,-0.5462034721560453,True,10.74767429818251
RPL30,7,-0.8335037669942901,1.0,0,7,-0.44577759349698,0.0084842736434697,4,-1.0273002838795573,-2.5631640096279,-0.1376674331077233,-1.0448061534562243,-0.203975970934914,-0.2737310474642915,-0.5838814704894211,True,10.72288879674849
EIF5A2,7,0.6033806602338123,0.8571428571428571,6,1,1.2958054064350246,0.0010273613775739,4,0.08451319835016866,-1.7450350519725153,0.3123920899992411,1.555477623977144,0.494337645608726,1.6606656420169124,1.8613134736570096,True,10.719331274646084
RPL11,7,-0.9656385220088779,1.0,0,7,-0.41217864154337,0.0214628586244745,4,-1.1674728263452536,-2.9479333698568504,-0.15466439138008897,-1.6220877706998853,-0.211705433962315,-0.2980777014238055,-0.3575281603939464,True,10.706089320771685
RPL38,7,-0.9225719990724741,1.0,0,7,-0.3776776576704279,0.011076776794584,4,-1.7071261886090316,-2.534421146632233,-0.1500031652584105,-1.1301195604630223,-0.425694570198579,-0.1935733392253895,-0.3170660231206526,True,10.688838828835214
EIF2D,7,-0.6716248066844972,1.0,0,7,-0.3671477339915392,0.010231568348861,4,-0.6197671155147477,-2.7140069625249454,-0.09056270037049584,-0.097266661704109,-0.139929437396057,-0.4063537577312979,-0.6334870115498271,True,10.68357386699577
RPS11,7,-0.8654919224915025,1.0,0,7,-0.3230856931821444,0.0334680614315392,4,-1.7479032717780136,-2.1666163533123486,-0.1685208835226518,-0.9720706641950688,-0.432018777037874,-0.1442698945277553,-0.4270436130668058,True,10.661542846591072
