gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,is_translation_factor
SALL2,SALL2,496.400624909511,-0.778327936590726,0.194250391769388,-4.00682814331078,6.1539606530179e-05,0.0136194596127992,True,False
MAFF,MAFF,328.185503842417,1.39559539833365,0.351051890096545,3.97546755253145,7.02411207846021e-05,0.014687926056904,True,False
SIX5,SIX5,174.329231261899,-1.0388239054006,0.26161331206591,-3.97083732932857,7.16204703379364e-05,0.014687926056904,True,False
DACH1,DACH1,380.970459354914,-0.779382725124248,0.196948596174026,-3.95729007601342,7.58048553357314e-05,0.0152412350316194,True,False
NAA15,NAA15,667.059790719896,0.974151108256162,0.246698635459837,3.94874947905723,7.85605143057974e-05,0.0154915291094547,True,False
LOC103222018,LOC103222018,950.418186806915,-0.90743427101733,0.231097677946997,-3.92662652034718,8.61455873216502e-05,0.0165169688462029,True,False
CNNM2,CNNM2,209.014493916118,-0.84133937848909,0.214392216539265,-3.92430001457167,8.69822818114842e-05,0.0165169688462029,True,False
LOC103221946,LOC103221946,136.641232969522,-1.21736987410268,0.311519771066456,-3.90784145075332,9.31243816053513e-05,0.0173617710723868,True,False
NAA25,NAA25,450.209720135254,0.811786948423659,0.208386229940226,3.89558824811272,9.79606859478058e-05,0.0177010769653448,True,False
CEBPD,CEBPD,409.216076324487,-1.75384963260903,0.450338809111666,-3.89451141479158,9.83968584966505e-05,0.0177010769653448,True,False
CCNE2,CCNE2,101.197497393901,1.34819049227209,0.348298973069228,3.87078514872371,0.0001084853760348,0.0191794663079624,True,False
WDR75,WDR75,260.915577436016,0.880608570622206,0.229038378864987,3.84480790942598,0.000120646909032,0.0204546717492573,True,False
LOC103222017,LOC103222017,206.697830739813,-1.09965464171906,0.285862308380649,-3.8467982993224,0.000119671407949,0.0204546717492573,True,False
CNKSR2,CNKSR2,210.515427842324,0.948243481262138,0.24676419784911,3.84271093427404,0.0001216827556762,0.0204546717492573,True,False
ABHD4,ABHD4,177.593090017324,-0.983495962077765,0.256453473012917,-3.8349878850275,0.0001255704837186,0.0207677377427513,True,False
PPM1L,PPM1L,208.475578099676,-0.829106097166797,0.218205911191349,-3.79965003074431,0.0001449005686803,0.0234685478786428,True,False
DHRS3,DHRS3,369.397925424294,-1.38512428035643,0.364797698949972,-3.79696550812506,0.0001464781611305,0.0234685478786428,True,False
