gene_symbol,NTC,N4BP1,ZC3H12A,TRIM25,ZC3H12A_N4BP1,mean_log2FoldChange,direction_consistency
DDX46,0.44402781349921455,0.0011491711210409989,0.13728440673515996,0.10617605201414722,0.11210069853212065,0.1601476283803367,1.0
DDX42,0.35533472560432205,0.024394979864308327,0.21093692801315198,0.15864353600843842,0.0441500519238936,0.15869204428282288,1.0
DDX19B,0.18383794330219902,0.012407206353830549,0.21028267985941776,0.3087814380912959,-0.004544421170674225,0.1421529692872138,0.8
DDX58,-0.8143427668685954,1.2982849800550564,-1.0171730068043383,1.1233926123539972,0.11505967646294463,0.14104429903981291,0.6
DDX27,0.351601678104671,0.0417367611286739,0.11389422439796047,0.2334288081365692,-0.04660675799827533,0.13881094275391986,0.8
RPS6KA4,0.10642730338132311,0.09557989022165887,0.3219182453630729,0.1687393196147691,-0.010622827358885093,0.13640838624438775,0.8
RPL36,0.18640146268345226,0.13475676701717546,0.12964081973259356,0.24975282718910238,-0.026624076464075597,0.1347855600316496,0.8
EIF4A2P2,,,0.12301727985616791,,,0.12301727985616791,1.0
DDX59,0.20909248792641488,-0.006800784646679613,0.032308484751512316,0.19398428628765468,0.15132726509353056,0.11598234788248658,0.8
RPSAP15,0.5351393281270951,0.9696643054016637,0.28224731499317857,-0.7134117823676346,-0.5462135658277991,0.10548512006530072,0.6
RPS29,0.12571390080953065,0.07322713482871425,0.08309477629570194,0.16607950923716927,0.05393890800321206,0.10041084583486563,1.0
RPSA,0.24514879240286963,0.07766957944524697,-0.006539657329108796,0.14822696919849204,0.034682385885135024,0.09983761392052697,0.8
RPS6KA2,-0.5908432701513658,-0.04497152775520125,0.5075472446379217,0.3317776808515548,0.29036235479808126,0.09877449647619811,0.6
DDX3X,0.1619686113896775,0.16967846127865296,-0.08826910907943827,0.14137043221946508,0.10629800972689185,0.09820928110704982,0.8
RPL3P7,-0.22752000872239073,0.32354066314244107,-0.30501096858684285,0.23454210156602756,0.45413315996434206,0.09593698947271542,0.6
EIF2B1,0.1746776105169431,0.06424795731910703,-0.0019304173262996221,0.16354974663562008,0.010229393709321851,0.08215485817093848,0.8
RPL35,-0.00544637119494784,0.14255225667820173,0.015865085038925388,0.2059806015653702,-0.004045144061144392,0.07098128560528102,0.6
RPS7P10,0.2562450887859751,0.07874312042509587,-0.40951094550180217,0.7953395009712724,-0.3918121118970336,0.06580093055670153,0.6
RPL5P34,1.04393657962596,-0.14529133467020222,-0.20786697531427265,-0.7624297502410965,0.36825381410539415,0.05932046670115656,0.6
RPL10A,0.022445627948040173,0.06071067494247919,0.042766773347237434,0.1456919892863742,0.015505073552026991,0.05742402781523161,1.0
RPL17P50,0.08593476558933046,-0.2529498334912698,-0.4750299764532368,1.0263021159931822,-0.13789900340973787,0.049271613645653634,0.6
RPL21,-0.005359572732844863,0.010561699733842807,-0.012503672980826844,0.07385002565717236,0.1268304314453358,0.03867578222453585,0.6
RPS7,-0.005791767940566055,0.04513133772557448,-0.0020557471166078806,0.07472195346719299,0.07608197965454308,0.037617551158027326,0.6
RPL41,-0.12371580307209823,0.12086867336578923,-0.01079051140900027,0.17184730963991546,-0.00018052340276022584,0.03160582902436919,0.6
RPL4P5,0.4550599755745669,-0.8539693753778562,0.4015327330788211,0.3902315669279383,-0.241945466764223,0.030181886687849418,0.6
EIF2AK3,0.012665330489372156,-0.05289873620496213,0.09376266159885017,-0.03429638159285227,0.12437227504177428,0.028721029866436442,0.6
RPS21,0.023608625039725797,-0.038003005678044294,0.11424957905530261,0.10750395041629322,-0.07474517846561599,0.02652279407353227,0.6
RPL7P26,,0.34321705983124806,-0.29027563067154993,,,0.026470714579849064,0.5
RPS20,-0.044387223348727474,0.0399918166104452,-0.06862096539549233,0.06987969817401024,0.09532494367956065,0.01843765394395926,0.6
RPS8,-0.042193030568055075,0.024120985998728656,-0.01978862306331917,0.028318278729108977,0.10154211396047849,0.018399945011388374,0.6
EIF3G,0.033644117559720466,0.02497870052099919,0.08033526960320735,0.010655586037222583,-0.07216148067810683,0.015490438608608551,0.8
RPL24,-0.05750656649223903,0.01695183387611274,-0.08629050288068085,0.09522387595114848,0.10673219837979193,0.015022167766826652,0.6
RPL39P3,0.16676835413091867,0.07458470122930297,-0.4297278561568899,0.13891446851350328,0.08967857883868291,0.008043649311103584,0.8
RPS10P3,-0.5573301740416119,0.4291906627271404,-0.6691830305214604,0.7482760658269738,0.08144768036651862,0.006480240871512088,0.6
RPS15A,-0.10479199627970158,-0.08876426537455478,0.02567890547873309,-0.0012098239582226597,0.18347971867123894,0.0028785077074985955,0.6
RPS27A,-0.10553615373143171,-0.009805193803865058,-0.09233023304336092,0.14379381443611827,0.05529336231095174,-0.001716880766317537,0.6
RPLP2,-0.1502721196799676,0.08084946580006006,-0.03984401807278435,0.18657863909303424,-0.08941706317571793,-0.002421019207075115,0.6
RPL32,-0.056009121683844,-0.01729731023977181,-0.03288088126813104,0.05034893772393394,0.03496967792683129,-0.004173739508196324,0.6
RPL12,-0.15033211670562233,0.023620881865827788,0.0038148738838454186,0.02934051424617752,0.05344742814024077,-0.008021683713906167,0.8
RPL7P9,-0.003014657879166449,-0.1874110695432829,-0.13619503308827696,-0.08735944860519214,0.35082443371609906,-0.012631155079963874,0.8
RPL35A,-0.027473160231500496,-0.033424400964263065,-0.12325071830298163,0.0032319351225857658,0.10903493164504542,-0.014376282546222799,0.6
EIF4E3,-0.09125143936392269,-0.21036790823512558,0.2670522194711469,0.05092985916576247,-0.08875763902384297,-0.014478981597196383,0.6
RPL8,-0.019707399964167073,0.0342279792272723,-0.08920542778714659,0.09382165711684715,-0.10336970968676112,-0.01684658021879107,0.6
RPL32P18,0.32170749772411517,-0.14300245100183345,-0.24803849861940336,-0.07387683734953521,0.052610290942573884,-0.018119999660816594,0.6
RPL27,-0.2106355522072467,0.05278912099598429,-0.06216022638697206,0.1113459718590228,0.01804655209041863,-0.018122826729758606,0.6
DDX47,-0.07950073890333376,-0.2603531122518216,-0.2630979794183,0.12673133127912428,0.37677619795878214,-0.019888860267109787,0.6
RPL24P2,0.2591423561098495,-1.0684773667603928,0.9710080335328779,-0.2422991517667815,,-0.020156532221111738,0.5
RPS2P55,-0.2922039068493229,0.11452892949353474,0.0661615011369043,0.10898311563244634,-0.10683299959287229,-0.021872672035861962,0.6
RPL6,-0.14960972649285686,0.021085994949255484,-0.11356069176116601,-0.039600602010563306,0.16380169780287582,-0.023576665502490973,0.6
EIF2AK4,-0.22151904436618622,-0.003996637093218465,0.11556560140981689,-0.133660324298213,0.11895953673332531,-0.024930173522895095,0.6
RPL4,-0.11032941078046556,-0.02419469845423527,-0.06549200797388362,-0.05078371825833027,0.11107654360779982,-0.027944658371822972,0.8
RPL23AP42,-0.4654682953626846,0.3064643199914852,-0.21532652307853428,-0.02470487761869148,0.22926657885922855,-0.03395375944183932,0.6
RPL32P16,0.23419599028318364,-0.10464807804210326,-0.42633085907409074,0.2948300686340793,-0.17548589066394255,-0.03548775377257472,0.6
DHX34,0.08576588662285169,-0.3250992298860771,0.2910113540322409,-0.10602647217621534,-0.1465197584551698,-0.04017364397247394,0.6
